time;gFx;gFy;gFz;TgF
0,189000;-0,0326;0,0273;0,9906;0,991
0,204000;-0,0338;0,0258;0,9862;0,987
0,205000;-0,0310;0,0276;0,9840;0,985
0,205000;-0,0289;0,0259;0,9847;0,985
0,208000;-0,0303;0,0280;0,9857;0,987
0,215000;-0,0304;0,0256;0,9830;0,984
0,221000;-0,0293;0,0271;0,9865;0,987
0,224000;-0,0320;0,0321;0,9893;0,990
0,228000;-0,0302;0,0288;0,9920;0,993
0,233000;-0,0304;0,0294;0,9892;0,990
0,238000;-0,0299;0,0304;0,9895;0,990
0,244000;-0,0314;0,0338;0,9846;0,986
0,248000;-0,0319;0,0327;0,9879;0,989
0,253000;-0,0297;0,0369;0,9886;0,990
0,258000;-0,0287;0,0387;0,9891;0,990
0,271000;-0,0311;0,0385;0,9940;0,995
0,272000;-0,0326;0,0392;0,9941;0,995
0,273000;-0,0300;0,0359;0,9897;0,991
0,287000;-0,0278;0,0365;0,9840;0,985
0,288000;-0,0346;0,0353;0,9851;0,986
0,288000;-0,0322;0,0322;0,9818;0,983
0,303000;-0,0310;0,0333;0,9836;0,985
0,303000;-0,0314;0,0319;0,9897;0,991
0,304000;-0,0300;0,0313;0,9921;0,993
0,308000;-0,0315;0,0325;0,9908;0,992
0,317000;-0,0305;0,0331;0,9915;0,993
0,318000;-0,0317;0,0330;0,9903;0,991
0,323000;-0,0314;0,0332;0,9848;0,986
0,328000;-0,0339;0,0347;0,9870;0,988
0,333000;-0,0299;0,0333;0,9874;0,988
0,338000;-0,0282;0,0347;0,9846;0,986
0,343000;-0,0308;0,0364;0,9866;0,988
0,355000;-0,0316;0,0381;0,9881;0,989
0,356000;-0,0327;0,0386;0,9942;0,996
0,358000;-0,0346;0,0363;0,9947;0,996
0,362000;-0,0299;0,0370;0,9874;0,989
0,368000;-0,0320;0,0402;0,9910;0,992
0,372000;-0,0330;0,0432;0,9870;0,989
0,379000;-0,0295;0,0398;0,9873;0,988
0,383000;-0,0302;0,0398;0,9884;0,990
0,387000;-0,0344;0,0432;0,9895;0,991
0,392000;-0,0320;0,0457;0,9914;0,993
0,406000;-0,0346;0,0469;0,9888;0,991
0,407000;-0,0328;0,0453;0,9853;0,987
0,407000;-0,0333;0,0436;0,9829;0,984
0,424000;-0,0311;0,0448;0,9874;0,989
0,425000;-0,0295;0,0464;0,9858;0,987
0,426000;-0,0306;0,0490;0,9884;0,990
0,429000;-0,0314;0,0477;0,9903;0,992
0,436000;-0,0291;0,0495;0,9924;0,994
0,437000;-0,0275;0,0509;0,9914;0,993
0,442000;-0,0319;0,0476;0,9877;0,989
0,454000;-0,0286;0,0470;0,9853;0,987
0,456000;-0,0308;0,0507;0,9793;0,981
0,457000;-0,0314;0,0487;0,9835;0,985
0,465000;-0,0298;0,0491;0,9870;0,989
0,467000;-0,0289;0,0495;0,9942;0,996
0,472000;-0,0294;0,0490;0,9969;0,999
0,480000;-0,0303;0,0513;0,9920;0,994
0,482000;-0,0294;0,0504;0,9886;0,990
0,486000;-0,0265;0,0486;0,9876;0,989
0,491000;-0,0278;0,0464;0,9871;0,989
0,497000;-0,0311;0,0462;0,9855;0,987
0,501000;-0,0310;0,0504;0,9859;0,988
0,506000;-0,0303;0,0487;0,9903;0,992
0,524000;-0,0311;0,0496;0,9969;0,999
0,525000;-0,0302;0,0504;0,9903;0,992
0,525000;-0,0289;0,0525;0,9848;0,987
0,526000;-0,0310;0,0532;0,9862;0,988
0,536000;-0,0298;0,0535;0,9852;0,987
0,537000;-0,0297;0,0514;0,9849;0,987
0,541000;-0,0325;0,0493;0,9851;0,987
0,550000;-0,0297;0,0535;0,9874;0,989
0,551000;-0,0317;0,0504;0,9912;0,993
0,556000;-0,0309;0,0493;0,9904;0,992
0,563000;-0,0295;0,0519;0,9886;0,990
0,566000;-0,0289;0,0465;0,9857;0,987
0,571000;-0,0308;0,0444;0,9843;0,986
0,576000;-0,0313;0,0455;0,9832;0,985
0,582000;-0,0273;0,0427;0,9854;0,987
0,586000;-0,0281;0,0419;0,9847;0,986
0,590000;-0,0275;0,0424;0,9891;0,990
0,607000;-0,0295;0,0430;0,9921;0,994
0,608000;-0,0303;0,0415;0,9929;0,994
0,609000;-0,0305;0,0432;0,9961;0,997
0,613000;-0,0303;0,0424;0,9871;0,989
0,616000;-0,0322;0,0429;0,9859;0,987
0,630000;-0,0327;0,0449;0,9854;0,987
0,630000;-0,0320;0,0454;0,9837;0,985
0,631000;-0,0303;0,0432;0,9892;0,991
0,640000;-0,0317;0,0458;0,9904;0,992
0,641000;-0,0313;0,0436;0,9942;0,996
0,650000;-0,0306;0,0446;0,9915;0,993
0,652000;-0,0300;0,0446;0,9910;0,992
0,655000;-0,0337;0,0387;0,9897;0,991
0,664000;-0,0333;0,0410;0,9907;0,992
0,666000;-0,0327;0,0368;0,9866;0,988
0,671000;-0,0295;0,0392;0,9853;0,987
0,675000;-0,0320;0,0369;0,9860;0,987
0,680000;-0,0311;0,0382;0,9895;0,991
0,686000;-0,0320;0,0363;0,9906;0,992
0,690000;-0,0322;0,0352;0,9877;0,989
0,706000;-0,0331;0,0331;0,9870;0,988
0,707000;-0,0306;0,0335;0,9852;0,986
0,708000;-0,0326;0,0344;0,9884;0,989
0,710000;-0,0330;0,0331;0,9906;0,992
0,716000;-0,0357;0,0302;0,9879;0,989
0,722000;-0,0331;0,0303;0,9873;0,988
0,725000;-0,0311;0,0330;0,9888;0,990
0,730000;-0,0313;0,0338;0,9934;0,994
0,736000;-0,0313;0,0375;0,9935;0,995
0,739000;-0,0306;0,0347;0,9978;0,999
0,746000;-0,0327;0,0347;0,9910;0,992
0,750000;-0,0311;0,0385;0,9904;0,992
0,755000;-0,0300;0,0354;0,9833;0,984
0,759000;-0,0288;0,0352;0,9809;0,982
0,764000;-0,0314;0,0364;0,9785;0,980
0,769000;-0,0311;0,0390;0,9809;0,982
0,774000;-0,0287;0,0350;0,9870;0,988
0,781000;-0,0322;0,0358;0,9909;0,992
0,784000;-0,0310;0,0346;0,9908;0,992
0,789000;-0,0310;0,0350;0,9914;0,993
0,808000;-0,0298;0,0369;0,9915;0,993
0,809000;-0,0314;0,0355;0,9896;0,991
0,810000;-0,0316;0,0377;0,9869;0,988
0,811000;-0,0297;0,0338;0,9857;0,987
0,814000;-0,0330;0,0341;0,9880;0,989
0,824000;-0,0302;0,0346;0,9912;0,992
0,825000;-0,0317;0,0338;0,9870;0,988
0,835000;-0,0330;0,0349;0,9909;0,992
0,837000;-0,0332;0,0311;0,9931;0,994
0,840000;-0,0304;0,0324;0,9854;0,986
0,847000;-0,0320;0,0342;0,9877;0,989
0,849000;-0,0316;0,0303;0,9859;0,987
0,854000;-0,0324;0,0317;0,9840;0,985
0,858000;-0,0300;0,0328;0,9860;0,987
0,864000;-0,0325;0,0325;0,9853;0,986
0,868000;-0,0310;0,0361;0,9851;0,986
0,873000;-0,0338;0,0343;0,9897;0,991
0,880000;-0,0326;0,0374;0,9895;0,991
0,884000;-0,0317;0,0366;0,9908;0,992
0,888000;-0,0336;0,0383;0,9869;0,988
0,893000;-0,0330;0,0359;0,9884;0,990
0,906000;-0,0309;0,0407;0,9895;0,991
0,908000;-0,0316;0,0365;0,9882;0,989
0,910000;-0,0302;0,0355;0,9901;0,991
0,914000;-0,0270;0,0387;0,9886;0,990
0,918000;-0,0299;0,0361;0,9895;0,991
0,924000;-0,0319;0,0375;0,9919;0,993
0,930000;-0,0324;0,0402;0,9915;0,993
0,934000;-0,0337;0,0420;0,9907;0,992
0,938000;-0,0302;0,0407;0,9898;0,991
0,943000;-0,0288;0,0403;0,9847;0,986
0,948000;-0,0331;0,0403;0,9869;0,988
0,953000;-0,0283;0,0421;0,9877;0,989
0,958000;-0,0270;0,0386;0,9901;0,991
0,964000;-0,0281;0,0394;0,9887;0,990
0,968000;-0,0291;0,0403;0,9892;0,990
0,973000;-0,0287;0,0396;0,9873;0,988
0,980000;-0,0320;0,0404;0,9887;0,990
0,984000;-0,0335;0,0411;0,9923;0,994
0,988000;-0,0324;0,0403;0,9912;0,993
0,993000;-0,0294;0,0426;0,9909;0,992
1,007000;-0,0303;0,0451;0,9855;0,987
1,008000;-0,0291;0,0422;0,9862;0,987
1,008000;-0,0308;0,0426;0,9859;0,987
1,034000;-0,0275;0,0452;0,9858;0,987
1,036000;-0,0297;0,0440;0,9897;0,991
1,036000;-0,0317;0,0441;0,9920;0,994
1,037000;-0,0328;0,0442;0,9892;0,991
1,038000;-0,0326;0,0431;0,9880;0,989
1,038000;-0,0313;0,0433;0,9913;0,993
1,044000;-0,0313;0,0431;0,9931;0,995
1,047000;-0,0306;0,0411;0,9858;0,987
1,053000;-0,0291;0,0415;0,9864;0,988
1,058000;-0,0297;0,0407;0,9863;0,988
1,064000;-0,0289;0,0375;0,9892;0,990
1,068000;-0,0311;0,0388;0,9898;0,991
1,073000;-0,0306;0,0393;0,9926;0,994
1,077000;-0,0305;0,0400;0,9901;0,991
1,082000;-0,0292;0,0418;0,9851;0,986
1,087000;-0,0310;0,0442;0,9874;0,989
1,092000;-0,0315;0,0400;0,9852;0,986
1,108000;-0,0330;0,0422;0,9847;0,986
1,109000;-0,0326;0,0437;0,9902;0,992
1,110000;-0,0309;0,0411;0,9920;0,993
1,135000;-0,0324;0,0405;0,9901;0,991
1,136000;-0,0314;0,0429;0,9907;0,992
1,137000;-0,0306;0,0419;0,9882;0,990
1,137000;-0,0326;0,0403;0,9880;0,989
1,138000;-0,0277;0,0432;0,9877;0,989
1,138000;-0,0317;0,0452;0,9842;0,986
1,142000;-0,0277;0,0446;0,9868;0,988
1,147000;-0,0314;0,0433;0,9917;0,993
1,152000;-0,0304;0,0486;0,9924;0,994
1,156000;-0,0331;0,0471;0,9941;0,996
1,164000;-0,0299;0,0457;0,9931;0,995
1,167000;-0,0306;0,0468;0,9937;0,995
1,172000;-0,0314;0,0479;0,9847;0,986
1,177000;-0,0313;0,0429;0,9858;0,987
1,182000;-0,0300;0,0427;0,9851;0,986
1,187000;-0,0294;0,0444;0,9874;0,989
1,191000;-0,0299;0,0432;0,9893;0,991
1,207000;-0,0313;0,0440;0,9906;0,992
1,208000;-0,0295;0,0407;0,9928;0,994
1,208000;-0,0321;0,0411;0,9891;0,990
1,215000;-0,0327;0,0397;0,9899;0,991
1,231000;-0,0303;0,0407;0,9884;0,990
1,233000;-0,0320;0,0386;0,9859;0,987
1,233000;-0,0303;0,0388;0,9897;0,991
1,234000;-0,0317;0,0353;0,9887;0,990
1,237000;-0,0306;0,0370;0,9876;0,989
1,241000;-0,0302;0,0363;0,9890;0,990
1,247000;-0,0322;0,0366;0,9893;0,991
1,250000;-0,0346;0,0361;0,9875;0,989
1,256000;-0,0319;0,0326;0,9907;0,992
1,261000;-0,0316;0,0368;0,9921;0,993
1,265000;-0,0308;0,0369;0,9888;0,990
1,271000;-0,0303;0,0375;0,9853;0,986
1,275000;-0,0311;0,0344;0,9857;0,987
1,283000;-0,0319;0,0337;0,9903;0,991
1,286000;-0,0324;0,0359;0,9902;0,991
1,290000;-0,0297;0,0365;0,9903;0,991
1,298000;-0,0313;0,0353;0,9880;0,989
1,301000;-0,0346;0,0336;0,9864;0,988
1,305000;-0,0315;0,0366;0,9864;0,988
1,310000;-0,0289;0,0379;0,9871;0,988
1,325000;-0,0295;0,0365;0,9884;0,989
1,327000;-0,0316;0,0372;0,9871;0,988
1,327000;-0,0310;0,0366;0,9918;0,993
1,333000;-0,0304;0,0402;0,9857;0,987
1,337000;-0,0284;0,0413;0,9908;0,992
1,341000;-0,0300;0,0374;0,9904;0,992
1,349000;-0,0288;0,0361;0,9880;0,989
1,351000;-0,0328;0,0377;0,9885;0,990
1,356000;-0,0337;0,0372;0,9896;0,991
1,361000;-0,0288;0,0357;0,9898;0,991
1,366000;-0,0327;0,0371;0,9925;0,994
1,372000;-0,0302;0,0392;0,9931;0,994
1,375000;-0,0311;0,0382;0,9913;0,993
1,382000;-0,0314;0,0382;0,9865;0,988
1,385000;-0,0327;0,0397;0,9855;0,987
1,389000;-0,0339;0,0380;0,9846;0,986
1,394000;-0,0317;0,0429;0,9886;0,990
1,407000;-0,0287;0,0408;0,9886;0,990
1,408000;-0,0282;0,0381;0,9882;0,989
1,411000;-0,0293;0,0409;0,9874;0,989
1,424000;-0,0298;0,0405;0,9896;0,991
1,426000;-0,0314;0,0380;0,9908;0,992
1,426000;-0,0292;0,0400;0,9879;0,989
1,436000;-0,0314;0,0364;0,9843;0,985
1,437000;-0,0298;0,0344;0,9854;0,986
1,439000;-0,0314;0,0375;0,9873;0,988
1,445000;-0,0308;0,0377;0,9886;0,990
1,449000;-0,0288;0,0390;0,9886;0,990
1,455000;-0,0309;0,0387;0,9885;0,990
1,460000;-0,0326;0,0371;0,9881;0,989
1,466000;-0,0338;0,0370;0,9865;0,988
1,469000;-0,0327;0,0372;0,9897;0,991
1,475000;-0,0304;0,0387;0,9866;0,988
1,482000;-0,0289;0,0360;0,9846;0,986
1,485000;-0,0317;0,0391;0,9855;0,987
1,489000;-0,0317;0,0408;0,9863;0,988
1,494000;-0,0326;0,0388;0,9880;0,989
1,500000;-0,0336;0,0391;0,9909;0,992
1,504000;-0,0333;0,0377;0,9937;0,995
1,509000;-0,0313;0,0376;0,9915;0,993
1,515000;-0,0314;0,0368;0,9871;0,988
1,526000;-0,0320;0,0369;0,9886;0,990
1,527000;-0,0342;0,0368;0,9870;0,988
1,553000;-0,0299;0,0388;0,9886;0,990
1,554000;-0,0281;0,0371;0,9888;0,990
1,554000;-0,0291;0,0352;0,9901;0,991
1,555000;-0,0326;0,0359;0,9926;0,994
1,555000;-0,0342;0,0342;0,9890;0,990
1,557000;-0,0353;0,0402;0,9909;0,992
1,559000;-0,0348;0,0410;0,9898;0,991
1,565000;-0,0347;0,0409;0,9882;0,990
1,569000;-0,0319;0,0424;0,9865;0,988
1,573000;-0,0343;0,0388;0,9860;0,987
1,579000;-0,0314;0,0402;0,9835;0,985
1,584000;-0,0295;0,0413;0,9852;0,986
1,588000;-0,0327;0,0402;0,9851;0,986
1,593000;-0,0327;0,0405;0,9874;0,989
1,608000;-0,0322;0,0411;0,9910;0,992
1,609000;-0,0322;0,0420;0,9909;0,992
1,610000;-0,0314;0,0385;0,9909;0,992
1,634000;-0,0331;0,0413;0,9873;0,989
1,636000;-0,0322;0,0425;0,9887;0,990
1,637000;-0,0336;0,0425;0,9902;0,992
1,637000;-0,0315;0,0430;0,9874;0,989
1,638000;-0,0320;0,0409;0,9873;0,989
1,638000;-0,0287;0,0458;0,9852;0,987
1,644000;-0,0282;0,0465;0,9851;0,987
1,650000;-0,0299;0,0454;0,9836;0,985
1,653000;-0,0326;0,0508;0,9896;0,991
1,658000;-0,0342;0,0515;0,9881;0,990
1,666000;-0,0338;0,0502;0,9903;0,992
1,668000;-0,0335;0,0507;0,9941;0,996
1,673000;-0,0338;0,0512;0,9886;0,990
1,677000;-0,0320;0,0503;0,9853;0,987
1,684000;-0,0316;0,0470;0,9847;0,986
1,688000;-0,0309;0,0464;0,9860;0,988
1,693000;-0,0311;0,0469;0,9865;0,988
1,708000;-0,0291;0,0454;0,9849;0,986
1,709000;-0,0309;0,0444;0,9879;0,989
1,710000;-0,0317;0,0446;0,9887;0,990
1,732000;-0,0332;0,0430;0,9885;0,990
1,734000;-0,0330;0,0437;0,9897;0,991
1,734000;-0,0319;0,0451;0,9875;0,989
1,735000;-0,0291;0,0455;0,9885;0,990
1,736000;-0,0305;0,0436;0,9939;0,995
1,737000;-0,0337;0,0433;0,9895;0,991
1,742000;-0,0332;0,0446;0,9907;0,992
1,748000;-0,0321;0,0479;0,9864;0,988
1,753000;-0,0303;0,0469;0,9840;0,986
1,757000;-0,0310;0,0430;0,9869;0,988
1,763000;-0,0315;0,0443;0,9847;0,986
1,767000;-0,0306;0,0455;0,9830;0,985
1,772000;-0,0292;0,0438;0,9868;0,988
1,778000;-0,0305;0,0438;0,9898;0,991
1,784000;-0,0319;0,0430;0,9888;0,990
1,787000;-0,0320;0,0448;0,9914;0,993
1,792000;-0,0325;0,0433;0,9881;0,990
1,811000;-0,0342;0,0422;0,9893;0,991
1,812000;-0,0311;0,0385;0,9915;0,993
1,812000;-0,0328;0,0361;0,9908;0,992
1,836000;-0,0328;0,0331;0,9890;0,990
1,837000;-0,0317;0,0348;0,9915;0,993
1,838000;-0,0327;0,0354;0,9870;0,988
1,839000;-0,0321;0,0332;0,9873;0,988
1,839000;-0,0342;0,0339;0,9858;0,987
1,840000;-0,0326;0,0314;0,9860;0,987
1,842000;-0,0310;0,0333;0,9849;0,986
1,849000;-0,0309;0,0320;0,9858;0,987
1,852000;-0,0309;0,0332;0,9913;0,992
1,857000;-0,0294;0,0354;0,9890;0,990
1,862000;-0,0331;0,0333;0,9884;0,989
1,867000;-0,0336;0,0368;0,9893;0,991
1,872000;-0,0324;0,0379;0,9890;0,990
1,877000;-0,0326;0,0394;0,9859;0,987
1,884000;-0,0311;0,0385;0,9884;0,990
1,886000;-0,0297;0,0358;0,9851;0,986
1,892000;-0,0297;0,0394;0,9895;0,991
1,896000;-0,0310;0,0364;0,9901;0,991
1,910000;-0,0332;0,0330;0,9909;0,992
1,912000;-0,0304;0,0352;0,9939;0,995
1,930000;-0,0302;0,0400;0,9948;0,996
1,932000;-0,0321;0,0396;0,9903;0,992
1,932000;-0,0317;0,0394;0,9857;0,987
1,933000;-0,0337;0,0394;0,9853;0,987
1,934000;-0,0313;0,0403;0,9846;0,986
1,937000;-0,0297;0,0429;0,9882;0,990
1,941000;-0,0298;0,0403;0,9919;0,993
1,946000;-0,0320;0,0399;0,9910;0,992
1,952000;-0,0313;0,0391;0,9918;0,993
1,956000;-0,0328;0,0375;0,9882;0,989
1,961000;-0,0325;0,0370;0,9903;0,992
1,967000;-0,0316;0,0424;0,9862;0,988
1,972000;-0,0315;0,0388;0,9871;0,988
1,975000;-0,0317;0,0380;0,9882;0,989
1,982000;-0,0311;0,0413;0,9921;0,993
1,986000;-0,0299;0,0418;0,9924;0,994
1,991000;-0,0336;0,0418;0,9906;0,992
1,996000;-0,0313;0,0399;0,9907;0,992
2,011000;-0,0308;0,0394;0,9914;0,993
2,012000;-0,0332;0,0397;0,9879;0,989
2,013000;-0,0339;0,0432;0,9858;0,987
2,031000;-0,0315;0,0411;0,9866;0,988
2,032000;-0,0324;0,0408;0,9838;0,985
2,033000;-0,0324;0,0405;0,9896;0,991
2,034000;-0,0302;0,0408;0,9896;0,991
2,035000;-0,0284;0,0415;0,9880;0,989
2,040000;-0,0305;0,0398;0,9876;0,989
2,045000;-0,0320;0,0404;0,9864;0,988
2,051000;-0,0322;0,0400;0,9908;0,992
2,055000;-0,0328;0,0390;0,9921;0,993
2,060000;-0,0319;0,0381;0,9890;0,990
2,066000;-0,0305;0,0391;0,9919;0,993
2,071000;-0,0320;0,0357;0,9858;0,987
2,075000;-0,0295;0,0372;0,9848;0,986
2,080000;-0,0300;0,0372;0,9862;0,987
2,085000;-0,0324;0,0347;0,9860;0,987
2,090000;-0,0293;0,0343;0,9882;0,989
2,094000;-0,0322;0,0317;0,9937;0,995
2,109000;-0,0326;0,0326;0,9910;0,992
2,110000;-0,0342;0,0346;0,9887;0,990
2,112000;-0,0325;0,0335;0,9849;0,986
2,132000;-0,0319;0,0324;0,9875;0,989
2,133000;-0,0302;0,0335;0,9908;0,992
2,134000;-0,0310;0,0347;0,9925;0,994
2,134000;-0,0300;0,0319;0,9901;0,991
2,135000;-0,0333;0,0328;0,9855;0,987
2,142000;-0,0328;0,0297;0,9859;0,987
2,144000;-0,0342;0,0293;0,9901;0,991
2,152000;-0,0331;0,0313;0,9855;0,987
2,155000;-0,0314;0,0291;0,9892;0,990
2,159000;-0,0327;0,0280;0,9910;0,992
2,165000;-0,0314;0,0302;0,9906;0,992
2,169000;-0,0291;0,0315;0,9885;0,989
2,175000;-0,0291;0,0317;0,9879;0,989
2,179000;-0,0300;0,0302;0,9876;0,989
2,184000;-0,0324;0,0342;0,9863;0,987
2,190000;-0,0327;0,0357;0,9892;0,990
2,194000;-0,0314;0,0358;0,9902;0,991
2,211000;-0,0331;0,0355;0,9896;0,991
2,212000;-0,0308;0,0359;0,9909;0,992
2,213000;-0,0320;0,0355;0,9882;0,989
2,238000;-0,0311;0,0380;0,9901;0,991
2,239000;-0,0315;0,0397;0,9909;0,992
2,240000;-0,0311;0,0380;0,9899;0,991
2,241000;-0,0298;0,0374;0,9915;0,993
2,241000;-0,0308;0,0376;0,9913;0,992
2,241000;-0,0322;0,0400;0,9899;0,991
2,249000;-0,0344;0,0366;0,9895;0,991
2,250000;-0,0326;0,0381;0,9879;0,989
2,260000;-0,0305;0,0429;0,9835;0,985
2,261000;-0,0302;0,0418;0,9855;0,987
2,263000;-0,0300;0,0447;0,9863;0,988
2,268000;-0,0283;0,0463;0,9865;0,988
2,273000;-0,0276;0,0481;0,9874;0,989
2,278000;-0,0304;0,0487;0,9897;0,991
2,284000;-0,0315;0,0498;0,9892;0,991
2,288000;-0,0321;0,0523;0,9896;0,991
2,293000;-0,0337;0,0515;0,9891;0,991
2,311000;-0,0327;0,0487;0,9890;0,991
2,312000;-0,0324;0,0518;0,9904;0,992
2,313000;-0,0316;0,0496;0,9884;0,990
2,315000;-0,0291;0,0521;0,9821;0,984
2,336000;-0,0286;0,0519;0,9898;0,992
2,338000;-0,0300;0,0498;0,9890;0,991
2,338000;-0,0308;0,0496;0,9873;0,989
2,339000;-0,0309;0,0506;0,9892;0,991
2,339000;-0,0333;0,0480;0,9898;0,992
2,343000;-0,0327;0,0493;0,9885;0,990
2,350000;-0,0309;0,0497;0,9870;0,989
2,353000;-0,0304;0,0479;0,9865;0,988
2,357000;-0,0284;0,0465;0,9884;0,990
2,362000;-0,0286;0,0429;0,9891;0,990
2,368000;-0,0294;0,0463;0,9943;0,996
2,372000;-0,0324;0,0462;0,9885;0,990
2,377000;-0,0298;0,0477;0,9848;0,986
2,386000;-0,0305;0,0432;0,9880;0,989
2,387000;-0,0317;0,0436;0,9854;0,987
2,392000;-0,0293;0,0447;0,9836;0,985
2,398000;-0,0337;0,0459;0,9903;0,992
2,413000;-0,0292;0,0465;0,9891;0,991
2,414000;-0,0282;0,0444;0,9898;0,991
2,414000;-0,0281;0,0411;0,9932;0,994
2,435000;-0,0281;0,0440;0,9884;0,990
2,437000;-0,0289;0,0487;0,9897;0,991
2,438000;-0,0283;0,0447;0,9881;0,990
2,438000;-0,0309;0,0453;0,9881;0,990
2,439000;-0,0319;0,0433;0,9930;0,994
2,442000;-0,0316;0,0430;0,9874;0,989
2,447000;-0,0293;0,0404;0,9844;0,986
2,453000;-0,0292;0,0441;0,9891;0,990
2,457000;-0,0306;0,0448;0,9919;0,993
2,462000;-0,0297;0,0391;0,9880;0,989
2,468000;-0,0317;0,0372;0,9879;0,989
2,472000;-0,0335;0,0393;0,9891;0,990
2,477000;-0,0287;0,0375;0,9877;0,989
2,485000;-0,0309;0,0374;0,9893;0,991
2,486000;-0,0332;0,0391;0,9917;0,993
2,492000;-0,0309;0,0361;0,9885;0,990
2,497000;-0,0322;0,0358;0,9881;0,989
2,502000;-0,0299;0,0330;0,9928;0,994
2,507000;-0,0302;0,0358;0,9917;0,993
2,512000;-0,0319;0,0332;0,9874;0,988
2,530000;-0,0311;0,0359;0,9874;0,989
2,531000;-0,0297;0,0348;0,9917;0,993
2,532000;-0,0311;0,0335;0,9890;0,990
2,532000;-0,0339;0,0321;0,9923;0,993
2,537000;-0,0330;0,0347;0,9902;0,991
2,542000;-0,0300;0,0358;0,9897;0,991
2,546000;-0,0305;0,0399;0,9921;0,993
2,557000;-0,0291;0,0393;0,9896;0,991
2,558000;-0,0284;0,0379;0,9902;0,991
2,562000;-0,0306;0,0382;0,9885;0,990
2,569000;-0,0327;0,0424;0,9875;0,989
2,572000;-0,0324;0,0421;0,9891;0,991
2,577000;-0,0295;0,0415;0,9862;0,987
2,581000;-0,0304;0,0431;0,9837;0,985
2,586000;-0,0314;0,0425;0,9863;0,988
2,591000;-0,0316;0,0449;0,9946;0,996
2,596000;-0,0342;0,0448;0,9910;0,993
2,611000;-0,0322;0,0426;0,9870;0,988
2,612000;-0,0303;0,0440;0,9891;0,991
2,613000;-0,0295;0,0468;0,9877;0,989
2,637000;-0,0306;0,0446;0,9873;0,989
2,638000;-0,0321;0,0469;0,9881;0,990
2,639000;-0,0311;0,0446;0,9903;0,992
2,639000;-0,0308;0,0452;0,9895;0,991
2,640000;-0,0286;0,0419;0,9898;0,991
2,641000;-0,0319;0,0390;0,9871;0,988
2,646000;-0,0319;0,0387;0,9870;0,988
2,651000;-0,0310;0,0408;0,9837;0,985
2,656000;-0,0324;0,0398;0,9904;0,992
2,661000;-0,0313;0,0354;0,9912;0,992
2,669000;-0,0305;0,0397;0,9907;0,992
2,670000;-0,0309;0,0408;0,9906;0,992
2,675000;-0,0303;0,0405;0,9885;0,990
2,680000;-0,0330;0,0376;0,9871;0,988
2,686000;-0,0281;0,0400;0,9869;0,988
2,690000;-0,0286;0,0337;0,9843;0,985
2,695000;-0,0313;0,0324;0,9879;0,989
2,713000;-0,0293;0,0302;0,9888;0,990
2,714000;-0,0302;0,0333;0,9902;0,991
2,714000;-0,0309;0,0330;0,9893;0,990
2,716000;-0,0313;0,0339;0,9885;0,990
2,726000;-0,0309;0,0360;0,9860;0,987
2,726000;-0,0309;0,0363;0,9877;0,989
2,732000;-0,0333;0,0344;0,9899;0,991
2,738000;-0,0299;0,0366;0,9898;0,991
2,740000;-0,0306;0,0350;0,9906;0,992
2,745000;-0,0300;0,0332;0,9868;0,988
2,750000;-0,0287;0,0308;0,9891;0,990
