time;gFx;gFy;gFz;TgF
0,239000;-0,0060;0,0424;0,9901;0,991
0,245000;-0,0058;0,0435;0,9899;0,991
0,250000;-0,0069;0,0469;0,9913;0,992
0,255000;-0,0071;0,0468;0,9906;0,992
0,271000;-0,0060;0,0466;0,9843;0,985
0,272000;-0,0082;0,0530;0,9785;0,980
0,273000;-0,0093;0,0525;0,9788;0,980
0,279000;-0,0050;0,0573;0,9792;0,981
0,280000;-0,0058;0,0602;0,9803;0,982
0,286000;-0,0087;0,0617;0,9844;0,986
0,289000;-0,0068;0,0645;0,9819;0,984
0,303000;-0,0063;0,0703;0,9804;0,983
0,304000;-0,0046;0,0692;0,9863;0,989
0,305000;-0,0034;0,0712;0,9957;0,998
0,311000;-0,0036;0,0740;1,0017;1,004
0,314000;-0,0087;0,0724;1,0037;1,006
0,318000;-0,0071;0,0740;1,0006;1,003
0,324000;-0,0045;0,0741;0,9969;1,000
0,330000;-0,0071;0,0684;0,9957;0,998
0,333000;-0,0089;0,0658;0,9902;0,992
0,339000;-0,0111;0,0642;0,9909;0,993
0,344000;-0,0111;0,0554;0,9903;0,992
0,349000;-0,0093;0,0534;0,9868;0,988
0,354000;-0,0109;0,0547;0,9837;0,985
0,371000;-0,0098;0,0485;0,9852;0,986
0,373000;-0,0101;0,0513;0,9854;0,987
0,374000;-0,0106;0,0512;0,9881;0,989
0,374000;-0,0079;0,0525;0,9908;0,992
0,398000;-0,0088;0,0550;0,9909;0,992
0,399000;-0,0074;0,0561;0,9958;0,997
0,400000;-0,0047;0,0561;0,9863;0,988
0,400000;-0,0066;0,0528;0,9805;0,982
0,401000;-0,0057;0,0523;0,9786;0,980
0,407000;-0,0062;0,0537;0,9798;0,981
0,409000;-0,0039;0,0490;0,9836;0,985
0,413000;-0,0049;0,0498;0,9870;0,988
0,419000;-0,0035;0,0455;0,9776;0,979
0,423000;-0,0027;0,0457;0,9791;0,980
0,429000;-0,0043;0,0441;0,9848;0,986
0,433000;-0,0022;0,0429;0,9874;0,988
0,437000;-0,0023;0,0408;0,9885;0,989
0,443000;-0,0034;0,0404;0,9887;0,990
0,448000;-0,0013;0,0431;0,9906;0,991
0,453000;-0,0008;0,0404;0,9908;0,992
0,460000;-0,0014;0,0382;0,9928;0,993
0,464000;-0,0011;0,0386;0,9928;0,994
0,468000;0,0000;0,0370;0,9942;0,995
0,472000;-0,0017;0,0400;0,9959;0,997
0,487000;-0,0021;0,0427;0,9932;0,994
0,489000;-0,0005;0,0402;0,9910;0,992
0,489000;-0,0030;0,0366;0,9937;0,994
0,496000;-0,0023;0,0365;0,9898;0,990
0,498000;-0,0014;0,0369;0,9882;0,989
0,503000;-0,0006;0,0369;0,9903;0,991
0,511000;-0,0018;0,0360;0,9852;0,986
0,513000;-0,0019;0,0368;0,9858;0,986
0,517000;-0,0039;0,0357;0,9854;0,986
0,522000;-0,0035;0,0377;0,9880;0,989
0,527000;-0,0030;0,0365;0,9892;0,990
0,533000;-0,0008;0,0282;0,9864;0,987
0,537000;-0,0011;0,0298;0,9843;0,985
0,544000;-0,0006;0,0315;0,9827;0,983
0,547000;-0,0005;0,0294;0,9781;0,979
0,553000;-0,0017;0,0299;0,9826;0,983
0,557000;-0,0051;0,0292;0,9897;0,990
0,563000;-0,0022;0,0251;0,9884;0,989
0,567000;-0,0010;0,0258;0,9914;0,992
0,572000;-0,0016;0,0233;0,9912;0,991
0,588000;-0,0025;0,0229;0,9886;0,989
0,589000;-0,0025;0,0225;0,9864;0,987
0,589000;-0,0032;0,0228;0,9887;0,989
0,594000;-0,0039;0,0218;0,9855;0,986
0,603000;-0,0021;0,0239;0,9866;0,987
0,603000;-0,0021;0,0250;0,9840;0,984
0,607000;-0,0036;0,0262;0,9830;0,983
0,614000;-0,0035;0,0245;0,9863;0,987
0,617000;-0,0018;0,0240;0,9843;0,985
0,621000;-0,0023;0,0267;0,9887;0,989
0,626000;-0,0038;0,0271;0,9912;0,992
0,632000;-0,0057;0,0256;0,9910;0,991
0,636000;-0,0057;0,0280;0,9951;0,995
0,643000;-0,0050;0,0269;0,9958;0,996
0,647000;-0,0046;0,0293;0,9903;0,991
0,651000;-0,0045;0,0286;0,9932;0,994
0,656000;-0,0047;0,0276;0,9917;0,992
0,661000;-0,0023;0,0288;0,9898;0,990
0,666000;-0,0058;0,0267;0,9866;0,987
0,671000;-0,0049;0,0299;0,9864;0,987
0,688000;-0,0047;0,0353;0,9891;0,990
0,689000;-0,0034;0,0370;0,9881;0,989
0,689000;-0,0047;0,0333;0,9887;0,989
0,691000;-0,0054;0,0336;0,9876;0,988
0,696000;-0,0041;0,0344;0,9870;0,988
0,702000;-0,0049;0,0357;0,9848;0,985
0,707000;-0,0040;0,0360;0,9891;0,990
0,713000;-0,0043;0,0374;0,9902;0,991
0,716000;-0,0029;0,0394;0,9886;0,989
0,721000;-0,0036;0,0408;0,9868;0,988
0,727000;-0,0049;0,0386;0,9891;0,990
0,731000;-0,0041;0,0419;0,9908;0,992
0,735000;-0,0052;0,0426;0,9929;0,994
0,740000;-0,0047;0,0440;0,9914;0,992
0,746000;-0,0044;0,0458;0,9918;0,993
0,750000;-0,0032;0,0463;0,9903;0,991
0,755000;-0,0036;0,0455;0,9890;0,990
0,772000;-0,0040;0,0440;0,9903;0,991
0,773000;-0,0027;0,0418;0,9887;0,990
0,774000;-0,0028;0,0430;0,9847;0,986
0,775000;-0,0011;0,0457;0,9832;0,984
0,784000;-0,0036;0,0442;0,9863;0,987
0,792000;-0,0025;0,0455;0,9864;0,987
0,793000;-0,0007;0,0459;0,9879;0,989
0,799000;-0,0052;0,0464;0,9870;0,988
0,801000;-0,0041;0,0452;0,9819;0,983
0,806000;-0,0007;0,0444;0,9909;0,992
0,811000;-0,0025;0,0448;0,9921;0,993
0,815000;-0,0010;0,0463;0,9967;0,998
0,820000;-0,0049;0,0460;0,9987;1,000
0,827000;-0,0035;0,0462;0,9956;0,997
0,830000;-0,0006;0,0440;0,9958;0,997
0,835000;0,0011;0,0454;0,9968;0,998
0,840000;-0,0005;0,0443;0,9937;0,995
0,846000;0,0033;0,0430;0,9918;0,993
0,850000;0,0003;0,0436;0,9924;0,993
0,855000;-0,0022;0,0410;0,9881;0,989
0,871000;0,0010;0,0398;0,9846;0,985
0,872000;0,0003;0,0422;0,9789;0,980
0,873000;-0,0014;0,0424;0,9765;0,977
0,893000;0,0009;0,0405;0,9746;0,975
0,894000;0,0016;0,0396;0,9766;0,977
0,895000;-0,0011;0,0399;0,9754;0,976
0,896000;0,0005;0,0403;0,9746;0,975
0,897000;-0,0008;0,0375;0,9741;0,975
0,900000;-0,0060;0,0402;0,9733;0,974
0,905000;-0,0065;0,0376;0,9766;0,977
0,910000;-0,0058;0,0405;0,9825;0,983
0,915000;-0,0034;0,0411;0,9837;0,985
0,920000;-0,0069;0,0411;0,9857;0,987
0,924000;-0,0079;0,0473;0,9924;0,994
0,930000;-0,0102;0,0512;0,9962;0,998
0,935000;-0,0120;0,0536;0,9996;1,001
0,939000;-0,0079;0,0603;0,9967;0,999
0,944000;-0,0095;0,0651;0,9926;0,995
0,950000;-0,0110;0,0625;0,9860;0,988
0,954000;-0,0115;0,0650;0,9778;0,980
0,959000;-0,0074;0,0707;0,9759;0,978
0,963000;-0,0090;0,0684;0,9788;0,981
0,969000;-0,0102;0,0716;0,9829;0,986
0,974000;-0,0079;0,0782;0,9892;0,992
0,987000;-0,0093;0,0816;0,9937;0,997
0,989000;-0,0105;0,0808;0,9964;1,000
0,989000;-0,0058;0,0852;1,0026;1,006
1,010000;-0,0078;0,0837;1,0048;1,008
1,012000;-0,0063;0,0840;1,0015;1,005
1,013000;-0,0055;0,0890;0,9974;1,001
1,013000;-0,0038;0,0855;0,9950;0,999
1,014000;-0,0027;0,0849;0,9954;0,999
1,019000;-0,0014;0,0811;0,9925;0,996
1,024000;-0,0011;0,0806;0,9881;0,991
1,028000;-0,0011;0,0743;0,9939;0,997
1,034000;0,0037;0,0750;0,9973;1,000
1,039000;0,0005;0,0760;0,9980;1,001
1,045000;-0,0002;0,0725;0,9953;0,998
1,049000;0,0004;0,0701;0,9918;0,994
1,054000;0,0012;0,0708;0,9884;0,991
1,058000;0,0022;0,0705;0,9892;0,992
1,064000;0,0016;0,0667;0,9895;0,992
1,069000;0,0015;0,0692;0,9896;0,992
1,074000;0,0025;0,0664;0,9864;0,989
1,088000;0,0029;0,0622;0,9810;0,983
1,089000;0,0011;0,0581;0,9776;0,979
1,092000;0,0048;0,0550;0,9750;0,977
1,105000;0,0042;0,0541;0,9766;0,978
1,106000;0,0043;0,0525;0,9708;0,972
1,107000;0,0045;0,0507;0,9721;0,973
1,108000;0,0020;0,0438;0,9743;0,975
1,115000;0,0005;0,0426;0,9787;0,980
1,118000;0,0003;0,0427;0,9880;0,989
1,123000;-0,0013;0,0409;0,9989;1,000
1,129000;-0,0018;0,0386;1,0037;1,004
1,133000;0,0005;0,0375;1,0014;1,002
1,137000;-0,0004;0,0319;1,0012;1,002
1,143000;-0,0016;0,0286;1,0029;1,003
1,148000;-0,0002;0,0239;1,0036;1,004
1,153000;-0,0038;0,0113;1,0020;1,002
1,158000;-0,0050;0,0096;1,0033;1,003
1,172000;-0,0058;0,0054;1,0014;1,001
1,174000;-0,0066;0,0019;0,9984;0,998
1,174000;-0,0051;0,0016;0,9926;0,993
1,179000;-0,0036;0,0004;0,9873;0,987
1,190000;0,0001;0,0027;0,9775;0,977
1,192000;-0,0011;0,0074;0,9744;0,974
1,193000;0,0025;0,0089;0,9736;0,974
1,200000;0,0007;0,0106;0,9731;0,973
1,202000;-0,0035;0,0120;0,9697;0,970
1,207000;-0,0040;0,0166;0,9700;0,970
1,214000;-0,0045;0,0178;0,9706;0,971
1,217000;-0,0034;0,0205;0,9771;0,977
1,222000;-0,0056;0,0209;0,9816;0,982
1,229000;-0,0024;0,0170;0,9865;0,987
1,233000;-0,0038;0,0101;0,9857;0,986
1,236000;-0,0069;0,0091;0,9818;0,982
1,241000;-0,0063;0,0074;0,9837;0,984
1,248000;-0,0093;0,0063;0,9835;0,984
1,252000;-0,0074;0,0040;0,9824;0,982
1,257000;-0,0054;0,0008;0,9874;0,987
1,280000;-0,0055;-0,0004;0,9870;0,987
1,281000;-0,0066;-0,0006;0,9902;0,990
1,282000;-0,0063;0,0022;0,9890;0,989
1,283000;-0,0057;0,0076;0,9929;0,993
1,283000;-0,0041;0,0072;1,0002;1,000
1,286000;-0,0040;0,0095;1,0008;1,001
1,291000;-0,0039;0,0139;1,0013;1,001
1,298000;-0,0036;0,0177;0,9990;0,999
1,301000;-0,0044;0,0189;0,9992;0,999
1,307000;-0,0040;0,0226;0,9946;0,995
1,312000;-0,0055;0,0273;0,9908;0,991
1,316000;-0,0038;0,0265;0,9915;0,992
1,321000;-0,0013;0,0264;0,9926;0,993
1,327000;-0,0047;0,0300;0,9928;0,993
1,331000;-0,0069;0,0320;0,9942;0,995
1,336000;-0,0060;0,0302;0,9924;0,993
1,341000;-0,0066;0,0337;0,9886;0,989
1,347000;-0,0069;0,0330;0,9886;0,989
1,351000;-0,0056;0,0316;0,9870;0,988
1,356000;-0,0040;0,0332;0,9842;0,985
1,371000;-0,0038;0,0316;0,9821;0,983
1,373000;-0,0057;0,0300;0,9798;0,980
1,373000;-0,0047;0,0288;0,9835;0,984
1,390000;-0,0030;0,0299;0,9865;0,987
1,392000;-0,0027;0,0310;0,9841;0,985
1,392000;-0,0046;0,0283;0,9842;0,985
1,393000;-0,0041;0,0260;0,9836;0,984
1,399000;-0,0018;0,0293;0,9884;0,989
1,401000;-0,0044;0,0284;0,9901;0,990
1,406000;-0,0018;0,0288;0,9893;0,990
1,413000;0,0009;0,0292;0,9880;0,988
1,416000;-0,0039;0,0337;0,9885;0,989
1,421000;-0,0038;0,0358;0,9919;0,993
1,425000;-0,0039;0,0320;0,9915;0,992
1,431000;-0,0032;0,0336;0,9934;0,994
1,435000;-0,0007;0,0358;0,9926;0,993
1,441000;-0,0014;0,0347;0,9893;0,990
1,447000;0,0005;0,0368;0,9863;0,987
1,451000;-0,0010;0,0386;0,9904;0,991
1,455000;-0,0021;0,0400;0,9921;0,993
1,463000;-0,0024;0,0451;0,9924;0,993
1,465000;-0,0041;0,0418;0,9882;0,989
1,470000;-0,0051;0,0441;0,9835;0,984
1,475000;-0,0024;0,0468;0,9876;0,989
1,490000;-0,0021;0,0475;0,9840;0,985
1,491000;0,0001;0,0514;0,9865;0,988
1,493000;-0,0002;0,0530;0,9840;0,985
1,509000;-0,0023;0,0529;0,9852;0,987
1,511000;-0,0013;0,0556;0,9886;0,990
1,512000;0,0032;0,0567;0,9851;0,987
1,513000;-0,0007;0,0551;0,9797;0,981
1,515000;-0,0054;0,0535;0,9771;0,979
1,520000;0,0000;0,0542;0,9653;0,967
1,525000;0,0003;0,0554;0,9670;0,969
1,530000;-0,0021;0,0584;0,9749;0,977
1,535000;0,0009;0,0581;0,9758;0,978
1,539000;0,0007;0,0618;0,9748;0,977
1,545000;-0,0021;0,0668;0,9778;0,980
1,550000;-0,0028;0,0683;0,9906;0,993
1,555000;-0,0024;0,0641;1,0035;1,006
1,559000;-0,0025;0,0629;1,0100;1,012
1,571000;-0,0016;0,0602;1,0119;1,014
1,573000;-0,0029;0,0548;1,0080;1,010
1,575000;0,0010;0,0537;1,0088;1,010
1,589000;-0,0025;0,0496;1,0108;1,012
1,590000;-0,0028;0,0437;1,0088;1,010
1,591000;-0,0029;0,0424;1,0077;1,009
1,599000;-0,0049;0,0376;1,0028;1,003
1,601000;-0,0039;0,0343;0,9982;0,999
1,604000;-0,0036;0,0332;0,9940;0,995
1,609000;-0,0045;0,0270;0,9954;0,996
1,615000;-0,0049;0,0275;0,9890;0,989
1,619000;-0,0043;0,0269;0,9843;0,985
1,624000;-0,0063;0,0271;0,9821;0,983
1,631000;-0,0043;0,0262;0,9805;0,981
1,634000;-0,0045;0,0276;0,9777;0,978
1,639000;-0,0060;0,0251;0,9724;0,973
1,644000;-0,0089;0,0281;0,9739;0,974
1,649000;-0,0068;0,0303;0,9863;0,987
1,654000;-0,0069;0,0349;0,9862;0,987
1,659000;-0,0077;0,0359;0,9800;0,981
1,674000;-0,0095;0,0375;0,9846;0,985
1,675000;-0,0077;0,0377;0,9868;0,988
1,676000;-0,0093;0,0404;0,9853;0,986
1,683000;-0,0065;0,0374;0,9924;0,993
1,683000;-0,0065;0,0418;0,9920;0,993
1,693000;-0,0062;0,0431;0,9899;0,991
1,694000;-0,0085;0,0407;0,9931;0,994
1,699000;-0,0084;0,0448;0,9912;0,992
1,704000;-0,0046;0,0396;0,9893;0,990
1,709000;-0,0045;0,0454;0,9901;0,991
1,713000;-0,0034;0,0465;0,9923;0,993
1,720000;-0,0045;0,0446;0,9910;0,992
1,723000;-0,0047;0,0490;0,9919;0,993
1,729000;-0,0033;0,0514;0,9899;0,991
1,734000;-0,0046;0,0520;0,9920;0,993
1,738000;-0,0039;0,0576;0,9886;0,990
1,743000;-0,0047;0,0591;0,9836;0,985
1,749000;-0,0049;0,0641;0,9877;0,990
1,753000;-0,0027;0,0691;0,9921;0,995
1,758000;-0,0036;0,0713;0,9914;0,994
1,772000;-0,0044;0,0734;0,9902;0,993
1,773000;-0,0046;0,0702;0,9925;0,995
1,774000;-0,0041;0,0712;0,9918;0,994
1,796000;-0,0044;0,0719;0,9930;0,996
1,797000;-0,0035;0,0713;0,9882;0,991
1,798000;-0,0011;0,0696;0,9855;0,988
1,799000;-0,0023;0,0680;0,9829;0,985
1,799000;-0,0018;0,0637;0,9870;0,989
1,803000;-0,0023;0,0630;0,9909;0,993
1,808000;-0,0047;0,0612;0,9853;0,987
1,813000;-0,0024;0,0607;0,9880;0,990
1,817000;-0,0032;0,0623;0,9877;0,990
1,822000;-0,0025;0,0596;0,9855;0,987
1,830000;-0,0017;0,0612;0,9888;0,991
1,832000;0,0016;0,0596;0,9904;0,992
1,838000;0,0012;0,0536;0,9925;0,994
1,843000;0,0003;0,0475;0,9849;0,986
1,848000;-0,0025;0,0470;0,9835;0,985
1,853000;-0,0052;0,0457;0,9870;0,988
1,858000;-0,0006;0,0435;0,9903;0,991
1,864000;0,0011;0,0424;0,9890;0,990
1,868000;-0,0007;0,0409;0,9819;0,983
1,873000;-0,0011;0,0379;0,9807;0,981
1,877000;-0,0007;0,0399;0,9859;0,987
1,892000;-0,0035;0,0421;0,9846;0,985
1,893000;-0,0045;0,0424;0,9862;0,987
1,898000;-0,0040;0,0438;0,9898;0,991
1,899000;-0,0057;0,0447;0,9891;0,990
1,902000;-0,0039;0,0466;0,9917;0,993
1,908000;-0,0027;0,0470;0,9965;0,998
1,914000;-0,0061;0,0468;0,9936;0,995
1,918000;-0,0038;0,0446;0,9912;0,992
1,922000;-0,0024;0,0394;0,9876;0,988
1,927000;-0,0007;0,0371;0,9893;0,990
1,931000;-0,0008;0,0377;0,9902;0,991
1,937000;-0,0010;0,0352;0,9935;0,994
1,942000;-0,0021;0,0317;0,9930;0,994
1,947000;-0,0025;0,0324;0,9857;0,986
1,952000;-0,0029;0,0289;0,9866;0,987
1,957000;-0,0029;0,0297;0,9829;0,983
1,972000;-0,0021;0,0322;0,9827;0,983
1,973000;-0,0032;0,0299;0,9830;0,983
1,974000;-0,0023;0,0348;0,9831;0,984
1,976000;-0,0008;0,0341;0,9863;0,987
1,989000;-0,0016;0,0333;0,9876;0,988
1,991000;-0,0005;0,0352;0,9884;0,989
1,992000;-0,0017;0,0355;0,9897;0,990
2,000000;-0,0027;0,0346;0,9865;0,987
2,001000;-0,0041;0,0341;0,9936;0,994
2,006000;-0,0024;0,0330;0,9926;0,993
2,011000;-0,0040;0,0316;0,9891;0,990
2,017000;-0,0027;0,0319;0,9907;0,991
2,021000;-0,0029;0,0310;0,9931;0,994
2,026000;-0,0039;0,0328;0,9951;0,996
2,033000;-0,0057;0,0331;0,9919;0,992
2,035000;-0,0046;0,0309;0,9909;0,991
2,041000;-0,0022;0,0339;0,9890;0,990
2,048000;-0,0038;0,0326;0,9803;0,981
2,051000;-0,0049;0,0339;0,9833;0,984
2,056000;-0,0036;0,0346;0,9830;0,984
2,061000;-0,0017;0,0327;0,9859;0,986
2,065000;-0,0023;0,0359;0,9863;0,987
2,071000;-0,0035;0,0376;0,9831;0,984
2,076000;-0,0061;0,0372;0,9873;0,988
2,091000;-0,0052;0,0359;0,9910;0,992
2,092000;-0,0046;0,0397;0,9893;0,990
2,093000;-0,0057;0,0404;0,9909;0,992
2,114000;-0,0057;0,0387;0,9862;0,987
2,115000;-0,0055;0,0392;0,9869;0,988
2,116000;-0,0077;0,0393;0,9848;0,986
2,116000;-0,0041;0,0398;0,9865;0,987
2,117000;-0,0060;0,0405;0,9866;0,987
2,124000;-0,0069;0,0420;0,9893;0,990
2,125000;-0,0066;0,0429;0,9931;0,994
2,132000;-0,0046;0,0444;0,9953;0,996
2,136000;-0,0045;0,0459;0,9954;0,997
2,140000;-0,0072;0,0447;0,9940;0,995
2,147000;-0,0061;0,0486;0,9923;0,993
2,150000;-0,0062;0,0488;0,9880;0,989
2,155000;-0,0055;0,0490;0,9908;0,992
2,160000;-0,0029;0,0448;0,9926;0,994
2,167000;-0,0057;0,0457;0,9908;0,992
2,170000;-0,0051;0,0442;0,9925;0,994
2,175000;-0,0038;0,0421;0,9917;0,993
2,191000;-0,0051;0,0413;0,9915;0,992
2,192000;-0,0016;0,0424;0,9876;0,989
2,193000;-0,0014;0,0397;0,9902;0,991
2,194000;-0,0043;0,0371;0,9869;0,988
2,211000;-0,0036;0,0380;0,9884;0,989
2,212000;-0,0054;0,0386;0,9885;0,989
2,213000;-0,0017;0,0379;0,9888;0,990
2,221000;-0,0030;0,0360;0,9907;0,991
2,222000;-0,0057;0,0372;0,9935;0,994
2,225000;-0,0028;0,0342;0,9895;0,990
2,232000;-0,0043;0,0366;0,9871;0,988
2,234000;-0,0032;0,0359;0,9903;0,991
2,239000;-0,0035;0,0344;0,9893;0,990
2,244000;-0,0035;0,0360;0,9895;0,990
2,249000;-0,0033;0,0370;0,9862;0,987
2,255000;-0,0036;0,0374;0,9860;0,987
2,259000;-0,0043;0,0364;0,9852;0,986
2,272000;-0,0054;0,0391;0,9864;0,987
2,274000;-0,0028;0,0343;0,9860;0,987
2,277000;-0,0034;0,0385;0,9882;0,989
2,292000;-0,0051;0,0424;0,9874;0,988
2,293000;-0,0043;0,0400;0,9873;0,988
2,294000;-0,0065;0,0400;0,9870;0,988
2,295000;-0,0025;0,0415;0,9890;0,990
2,302000;-0,0033;0,0396;0,9912;0,992
2,304000;-0,0046;0,0404;0,9918;0,993
2,309000;-0,0007;0,0404;0,9873;0,988
2,316000;-0,0006;0,0396;0,9864;0,987
2,319000;-0,0021;0,0379;0,9914;0,992
2,323000;-0,0022;0,0383;0,9891;0,990
2,331000;-0,0036;0,0392;0,9912;0,992
2,333000;-0,0049;0,0392;0,9844;0,985
2,338000;-0,0061;0,0440;0,9835;0,984
2,344000;-0,0033;0,0408;0,9854;0,986
2,350000;-0,0013;0,0425;0,9854;0,986
2,354000;-0,0024;0,0440;0,9843;0,985
2,359000;-0,0023;0,0414;0,9860;0,987
2,365000;-0,0022;0,0382;0,9891;0,990
2,368000;-0,0018;0,0404;0,9893;0,990
2,374000;-0,0041;0,0426;0,9908;0,992
2,378000;-0,0047;0,0432;0,9881;0,989
2,391000;-0,0034;0,0429;0,9864;0,987
2,392000;-0,0013;0,0448;0,9859;0,987
2,393000;-0,0023;0,0455;0,9796;0,981
2,402000;-0,0010;0,0488;0,9833;0,985
2,403000;-0,0021;0,0453;0,9880;0,989
2,411000;-0,0049;0,0495;0,9881;0,989
2,413000;-0,0040;0,0474;0,9914;0,993
2,418000;-0,0033;0,0475;0,9917;0,993
2,423000;-0,0023;0,0491;0,9971;0,998
2,428000;-0,0044;0,0517;0,9935;0,995
2,433000;-0,0047;0,0495;0,9923;0,994
2,437000;-0,0051;0,0531;0,9899;0,991
2,442000;-0,0034;0,0530;0,9939;0,995
2,448000;-0,0013;0,0502;0,9931;0,994
2,453000;-0,0045;0,0506;0,9913;0,993
2,458000;-0,0006;0,0487;0,9935;0,995
2,473000;-0,0046;0,0455;0,9914;0,992
2,474000;-0,0066;0,0475;0,9892;0,990
2,475000;-0,0045;0,0443;0,9863;0,987
2,493000;-0,0016;0,0454;0,9858;0,987
2,495000;-0,0038;0,0498;0,9877;0,989
2,496000;-0,0027;0,0442;0,9904;0,991
2,498000;-0,0005;0,0458;0,9908;0,992
2,498000;-0,0006;0,0462;0,9843;0,985
2,503000;-0,0034;0,0438;0,9844;0,985
2,507000;-0,0017;0,0432;0,9846;0,986
2,513000;-0,0016;0,0422;0,9866;0,988
2,518000;-0,0021;0,0425;0,9851;0,986
2,523000;-0,0023;0,0400;0,9859;0,987
2,527000;-0,0032;0,0374;0,9876;0,988
2,533000;-0,0049;0,0397;0,9940;0,995
2,537000;-0,0069;0,0387;0,9932;0,994
2,542000;-0,0025;0,0390;0,9912;0,992
2,550000;-0,0010;0,0431;0,9887;0,990
2,552000;-0,0036;0,0376;0,9899;0,991
2,557000;-0,0052;0,0416;0,9942;0,995
2,562000;-0,0043;0,0418;0,9873;0,988
2,576000;-0,0030;0,0433;0,9868;0,988
2,577000;-0,0022;0,0435;0,9884;0,989
2,598000;-0,0036;0,0414;0,9893;0,990
2,599000;-0,0027;0,0391;0,9907;0,991
2,600000;-0,0007;0,0424;0,9943;0,995
2,601000;-0,0036;0,0370;0,9895;0,990
2,602000;-0,0007;0,0348;0,9863;0,987
2,602000;-0,0014;0,0374;0,9835;0,984
2,607000;0,0000;0,0388;0,9827;0,984
2,612000;-0,0032;0,0393;0,9859;0,987
2,617000;-0,0021;0,0372;0,9895;0,990
2,622000;-0,0045;0,0364;0,9940;0,995
2,627000;-0,0046;0,0397;0,9907;0,991
2,633000;-0,0016;0,0410;0,9899;0,991
2,636000;-0,0038;0,0404;0,9892;0,990
2,641000;-0,0061;0,0392;0,9890;0,990
2,646000;-0,0032;0,0421;0,9902;0,991
2,652000;-0,0011;0,0407;0,9881;0,989
2,657000;-0,0012;0,0400;0,9888;0,990
2,661000;-0,0036;0,0416;0,9891;0,990
2,675000;-0,0032;0,0408;0,9825;0,983
2,676000;-0,0018;0,0397;0,9848;0,986
2,677000;-0,0014;0,0404;0,9840;0,985
2,696000;-0,0039;0,0407;0,9865;0,987
2,697000;-0,0039;0,0390;0,9870;0,988
2,698000;-0,0004;0,0391;0,9835;0,984
2,699000;-0,0022;0,0361;0,9882;0,989
2,702000;-0,0056;0,0374;0,9961;0,997
2,706000;-0,0072;0,0371;0,9959;0,997
2,711000;-0,0023;0,0361;0,9952;0,996
2,716000;-0,0018;0,0409;0,9931;0,994
2,721000;-0,0047;0,0363;0,9880;0,989
2,726000;-0,0017;0,0352;0,9917;0,992
2,731000;-0,0010;0,0372;0,9901;0,991
2,736000;-0,0029;0,0370;0,9902;0,991
2,740000;-0,0057;0,0370;0,9904;0,991
2,746000;-0,0027;0,0344;0,9899;0,991
2,751000;-0,0044;0,0370;0,9871;0,988
2,756000;-0,0052;0,0344;0,9870;0,988
2,760000;-0,0044;0,0352;0,9863;0,987
2,776000;-0,0024;0,0335;0,9844;0,985
