time;gFx;gFy;gFz;TgF
0,526000;-0,0132;0,0400;0,9771;0,978
0,530000;-0,0126;0,0413;0,9792;0,980
0,537000;-0,0135;0,0415;0,9853;0,986
0,540000;-0,0151;0,0396;0,9937;0,995
0,545000;-0,0153;0,0435;1,0017;1,003
0,550000;-0,0170;0,0419;1,0012;1,002
0,556000;-0,0165;0,0377;0,9939;0,995
0,560000;-0,0148;0,0372;0,9838;0,985
0,566000;-0,0118;0,0374;0,9797;0,980
0,582000;-0,0165;0,0364;0,9778;0,979
0,583000;-0,0134;0,0386;0,9785;0,979
0,584000;-0,0128;0,0397;0,9875;0,988
0,585000;-0,0124;0,0358;0,9997;1,000
0,594000;-0,0143;0,0365;0,9997;1,000
0,600000;-0,0157;0,0346;0,9991;1,000
0,601000;-0,0159;0,0359;0,9970;0,998
0,611000;-0,0151;0,0361;0,9841;0,985
0,612000;-0,0154;0,0374;0,9772;0,978
0,615000;-0,0117;0,0368;0,9780;0,979
0,622000;-0,0127;0,0359;0,9813;0,982
0,625000;-0,0105;0,0366;0,9866;0,987
0,630000;-0,0129;0,0369;0,9937;0,994
0,635000;-0,0112;0,0364;0,9969;0,998
0,640000;-0,0143;0,0381;0,9968;0,998
0,645000;-0,0160;0,0324;0,9937;0,994
0,650000;-0,0148;0,0342;0,9835;0,984
0,655000;-0,0135;0,0365;0,9791;0,980
0,659000;-0,0149;0,0339;0,9819;0,983
0,664000;-0,0192;0,0330;0,9842;0,985
0,671000;-0,0164;0,0292;0,9871;0,988
0,675000;-0,0170;0,0261;0,9980;0,998
0,680000;-0,0151;0,0275;0,9996;1,000
0,684000;-0,0142;0,0276;0,9969;0,997
0,698000;-0,0129;0,0250;0,9881;0,989
0,699000;-0,0123;0,0288;0,9810;0,982
0,700000;-0,0117;0,0304;0,9788;0,979
0,705000;-0,0116;0,0306;0,9774;0,978
0,710000;-0,0110;0,0330;0,9868;0,987
0,714000;-0,0134;0,0348;0,9913;0,992
0,723000;-0,0109;0,0361;0,9975;0,998
0,724000;-0,0122;0,0374;0,9976;0,998
0,729000;-0,0123;0,0397;0,9943;0,995
0,734000;-0,0145;0,0397;0,9893;0,990
0,740000;-0,0140;0,0370;0,9865;0,987
0,744000;-0,0153;0,0425;0,9814;0,982
0,749000;-0,0138;0,0452;0,9813;0,982
0,754000;-0,0112;0,0473;0,9864;0,988
0,759000;-0,0126;0,0455;0,9904;0,992
0,764000;-0,0121;0,0432;0,9968;0,998
0,768000;-0,0149;0,0484;0,9978;0,999
0,774000;-0,0145;0,0536;0,9929;0,994
0,778000;-0,0162;0,0542;0,9866;0,988
0,784000;-0,0160;0,0530;0,9841;0,986
0,799000;-0,0139;0,0559;0,9815;0,983
0,800000;-0,0135;0,0572;0,9826;0,984
0,801000;-0,0138;0,0587;0,9870;0,989
0,805000;-0,0131;0,0574;0,9881;0,990
0,811000;-0,0138;0,0591;0,9917;0,994
0,816000;-0,0120;0,0596;0,9958;0,998
0,818000;-0,0126;0,0617;0,9923;0,994
0,826000;-0,0118;0,0615;0,9874;0,989
0,828000;-0,0120;0,0604;0,9824;0,984
0,834000;-0,0134;0,0597;0,9816;0,984
0,838000;-0,0132;0,0604;0,9824;0,984
0,844000;-0,0149;0,0568;0,9870;0,989
0,848000;-0,0146;0,0558;0,9888;0,991
0,853000;-0,0148;0,0550;0,9931;0,995
0,858000;-0,0167;0,0546;0,9954;0,997
0,863000;-0,0181;0,0561;0,9920;0,994
0,868000;-0,0177;0,0520;0,9860;0,988
0,880000;-0,0146;0,0506;0,9829;0,984
0,882000;-0,0145;0,0484;0,9857;0,987
0,883000;-0,0149;0,0480;0,9833;0,985
0,900000;-0,0157;0,0470;0,9848;0,986
0,902000;-0,0133;0,0458;0,9936;0,995
0,902000;-0,0118;0,0448;0,9961;0,997
0,911000;-0,0153;0,0452;0,9928;0,994
0,912000;-0,0140;0,0449;0,9907;0,992
0,913000;-0,0135;0,0448;0,9854;0,987
0,918000;-0,0145;0,0444;0,9886;0,990
0,923000;-0,0165;0,0444;0,9854;0,987
0,928000;-0,0144;0,0429;0,9831;0,984
0,932000;-0,0091;0,0436;0,9896;0,991
0,939000;-0,0140;0,0394;0,9897;0,991
0,942000;-0,0148;0,0393;0,9910;0,992
0,947000;-0,0154;0,0405;0,9892;0,990
0,952000;-0,0137;0,0407;0,9870;0,988
0,957000;-0,0124;0,0374;0,9895;0,990
0,962000;-0,0131;0,0405;0,9877;0,989
0,968000;-0,0176;0,0400;0,9890;0,990
0,981000;-0,0175;0,0377;0,9874;0,988
0,983000;-0,0167;0,0390;0,9888;0,990
0,984000;-0,0146;0,0436;0,9902;0,991
0,989000;-0,0176;0,0452;0,9937;0,995
1,003000;-0,0137;0,0432;0,9896;0,991
1,005000;-0,0149;0,0453;0,9876;0,989
1,006000;-0,0148;0,0530;0,9917;0,993
1,007000;-0,0151;0,0495;0,9857;0,987
1,012000;-0,0142;0,0485;0,9829;0,984
1,017000;-0,0142;0,0502;0,9844;0,986
1,022000;-0,0151;0,0477;0,9885;0,990
1,027000;-0,0135;0,0498;0,9879;0,989
1,031000;-0,0134;0,0521;0,9881;0,990
1,036000;-0,0128;0,0507;0,9899;0,991
1,042000;-0,0134;0,0526;0,9890;0,990
1,046000;-0,0121;0,0485;0,9896;0,991
1,051000;-0,0139;0,0468;0,9885;0,990
1,057000;-0,0148;0,0506;0,9892;0,991
1,062000;-0,0162;0,0514;0,9884;0,990
1,067000;-0,0154;0,0495;0,9887;0,990
1,082000;-0,0155;0,0469;0,9914;0,993
1,083000;-0,0156;0,0452;0,9897;0,991
1,084000;-0,0138;0,0469;0,9904;0,992
1,087000;-0,0148;0,0476;0,9864;0,988
1,107000;-0,0126;0,0487;0,9852;0,986
1,109000;-0,0133;0,0485;0,9826;0,984
1,109000;-0,0137;0,0492;0,9857;0,987
1,110000;-0,0138;0,0503;0,9890;0,990
1,111000;-0,0173;0,0470;0,9903;0,992
1,116000;-0,0164;0,0495;0,9943;0,996
1,122000;-0,0155;0,0496;0,9898;0,991
1,126000;-0,0134;0,0512;0,9898;0,991
1,131000;-0,0148;0,0480;0,9863;0,988
1,136000;-0,0116;0,0486;0,9835;0,985
1,140000;-0,0142;0,0495;0,9841;0,985
1,146000;-0,0153;0,0493;0,9844;0,986
1,151000;-0,0134;0,0492;0,9864;0,988
1,157000;-0,0137;0,0455;0,9876;0,989
1,161000;-0,0132;0,0481;0,9939;0,995
1,166000;-0,0154;0,0457;0,9919;0,993
1,181000;-0,0179;0,0429;0,9909;0,992
1,182000;-0,0156;0,0403;0,9923;0,993
1,184000;-0,0166;0,0444;0,9864;0,988
1,185000;-0,0164;0,0396;0,9820;0,983
1,202000;-0,0129;0,0396;0,9852;0,986
1,204000;-0,0165;0,0342;0,9903;0,991
1,204000;-0,0173;0,0376;0,9908;0,992
1,206000;-0,0160;0,0387;0,9936;0,994
1,210000;-0,0142;0,0370;0,9913;0,992
1,215000;-0,0146;0,0381;0,9923;0,993
1,220000;-0,0106;0,0364;0,9910;0,992
1,225000;-0,0153;0,0369;0,9868;0,988
1,230000;-0,0132;0,0337;0,9869;0,988
1,235000;-0,0123;0,0338;0,9853;0,986
1,240000;-0,0120;0,0339;0,9880;0,989
1,245000;-0,0134;0,0359;0,9876;0,988
1,250000;-0,0145;0,0338;0,9887;0,989
1,256000;-0,0127;0,0331;0,9921;0,993
1,260000;-0,0161;0,0339;0,9865;0,987
1,264000;-0,0150;0,0377;0,9881;0,989
1,269000;-0,0153;0,0383;0,9885;0,989
1,283000;-0,0154;0,0368;0,9875;0,988
1,284000;-0,0182;0,0387;0,9893;0,990
1,286000;-0,0179;0,0383;0,9859;0,987
1,304000;-0,0186;0,0447;0,9877;0,989
1,306000;-0,0145;0,0457;0,9886;0,990
1,306000;-0,0139;0,0435;0,9914;0,992
1,307000;-0,0120;0,0416;0,9932;0,994
1,310000;-0,0104;0,0405;0,9926;0,994
1,314000;-0,0118;0,0444;0,9912;0,992
1,319000;-0,0106;0,0446;0,9830;0,984
1,324000;-0,0143;0,0424;0,9832;0,984
1,329000;-0,0149;0,0431;0,9881;0,989
1,334000;-0,0151;0,0415;0,9893;0,990
1,340000;-0,0159;0,0431;0,9884;0,989
1,345000;-0,0150;0,0413;0,9945;0,995
1,349000;-0,0173;0,0398;0,9919;0,993
1,354000;-0,0199;0,0404;0,9860;0,987
1,360000;-0,0155;0,0371;0,9877;0,989
1,364000;-0,0132;0,0371;0,9846;0,985
1,369000;-0,0133;0,0396;0,9836;0,984
1,381000;-0,0138;0,0429;0,9866;0,988
1,383000;-0,0142;0,0411;0,9902;0,991
1,386000;-0,0129;0,0377;0,9896;0,990
1,413000;-0,0131;0,0413;0,9931;0,994
1,415000;-0,0122;0,0385;0,9935;0,994
1,415000;-0,0117;0,0368;0,9892;0,990
1,416000;-0,0153;0,0360;0,9874;0,988
1,417000;-0,0153;0,0379;0,9853;0,986
1,418000;-0,0124;0,0341;0,9871;0,988
1,419000;-0,0142;0,0338;0,9873;0,988
1,426000;-0,0146;0,0310;0,9925;0,993
1,429000;-0,0140;0,0336;0,9915;0,992
1,434000;-0,0144;0,0337;0,9913;0,992
1,441000;-0,0165;0,0326;0,9890;0,990
1,444000;-0,0132;0,0343;0,9924;0,993
1,449000;-0,0142;0,0357;0,9876;0,988
1,453000;-0,0148;0,0359;0,9825;0,983
1,458000;-0,0135;0,0355;0,9852;0,986
1,464000;-0,0105;0,0385;0,9822;0,983
1,469000;-0,0115;0,0425;0,9841;0,985
1,483000;-0,0113;0,0388;0,9945;0,995
1,484000;-0,0149;0,0433;0,9904;0,991
1,485000;-0,0160;0,0430;0,9892;0,990
1,508000;-0,0178;0,0441;0,9891;0,990
1,511000;-0,0190;0,0448;0,9893;0,991
1,511000;-0,0197;0,0455;0,9875;0,989
1,512000;-0,0164;0,0441;0,9859;0,987
1,512000;-0,0139;0,0448;0,9882;0,989
1,513000;-0,0122;0,0491;0,9876;0,989
1,518000;-0,0112;0,0487;0,9896;0,991
1,524000;-0,0065;0,0487;0,9895;0,991
1,529000;-0,0100;0,0504;0,9904;0,992
1,533000;-0,0121;0,0446;0,9882;0,989
1,541000;-0,0102;0,0517;0,9865;0,988
1,544000;-0,0124;0,0517;0,9857;0,987
1,547000;-0,0157;0,0521;0,9846;0,986
1,552000;-0,0164;0,0537;0,9875;0,989
1,558000;-0,0177;0,0565;0,9914;0,993
1,563000;-0,0143;0,0591;0,9920;0,994
1,568000;-0,0153;0,0603;0,9924;0,994
1,583000;-0,0132;0,0580;0,9906;0,992
1,585000;-0,0104;0,0607;0,9915;0,993
1,585000;-0,0116;0,0609;0,9853;0,987
1,608000;-0,0139;0,0613;0,9810;0,983
1,610000;-0,0120;0,0630;0,9840;0,986
1,610000;-0,0134;0,0639;0,9849;0,987
1,611000;-0,0146;0,0652;0,9898;0,992
1,611000;-0,0188;0,0646;0,9890;0,991
1,612000;-0,0186;0,0609;0,9893;0,991
1,617000;-0,0178;0,0611;0,9907;0,993
1,623000;-0,0161;0,0647;0,9879;0,990
1,628000;-0,0162;0,0641;0,9863;0,988
1,632000;-0,0134;0,0644;0,9871;0,989
1,637000;-0,0120;0,0669;0,9825;0,985
1,642000;-0,0131;0,0669;0,9844;0,987
1,647000;-0,0124;0,0641;0,9906;0,993
1,652000;-0,0120;0,0647;0,9902;0,992
1,659000;-0,0109;0,0635;0,9902;0,992
1,662000;-0,0145;0,0688;0,9926;0,995
1,667000;-0,0104;0,0674;0,9917;0,994
1,672000;-0,0149;0,0634;0,9877;0,990
1,685000;-0,0139;0,0664;0,9871;0,989
1,686000;-0,0137;0,0636;0,9863;0,988
1,687000;-0,0154;0,0612;0,9870;0,989
1,708000;-0,0154;0,0640;0,9906;0,993
1,709000;-0,0145;0,0664;0,9921;0,994
1,710000;-0,0129;0,0600;0,9904;0,992
1,711000;-0,0142;0,0592;0,9870;0,989
1,711000;-0,0159;0,0614;0,9903;0,992
1,717000;-0,0170;0,0590;0,9884;0,990
1,723000;-0,0128;0,0589;0,9914;0,993
1,727000;-0,0122;0,0547;0,9874;0,989
1,732000;-0,0160;0,0526;0,9875;0,989
1,736000;-0,0131;0,0534;0,9880;0,990
1,743000;-0,0148;0,0536;0,9896;0,991
1,746000;-0,0156;0,0512;0,9921;0,994
1,751000;-0,0162;0,0510;0,9930;0,994
1,759000;-0,0182;0,0542;0,9930;0,995
1,762000;-0,0133;0,0532;0,9857;0,987
1,766000;-0,0164;0,0496;0,9841;0,985
1,771000;-0,0132;0,0506;0,9830;0,984
1,786000;-0,0133;0,0543;0,9865;0,988
1,793000;-0,0127;0,0498;0,9880;0,989
1,793000;-0,0124;0,0479;0,9871;0,988
1,794000;-0,0124;0,0474;0,9859;0,987
1,796000;-0,0120;0,0479;0,9876;0,989
1,801000;-0,0139;0,0470;0,9880;0,989
1,817000;-0,0131;0,0476;0,9865;0,988
1,818000;-0,0133;0,0455;0,9896;0,991
1,819000;-0,0131;0,0419;0,9886;0,990
1,821000;-0,0162;0,0430;0,9881;0,989
1,826000;-0,0155;0,0468;0,9897;0,991
1,831000;-0,0148;0,0419;0,9891;0,990
1,836000;-0,0131;0,0429;0,9881;0,989
1,842000;-0,0128;0,0477;0,9881;0,989
1,846000;-0,0121;0,0459;0,9921;0,993
1,850000;-0,0124;0,0429;0,9870;0,988
1,858000;-0,0122;0,0436;0,9886;0,990
1,861000;-0,0137;0,0409;0,9896;0,991
1,865000;-0,0146;0,0399;0,9874;0,988
1,870000;-0,0144;0,0399;0,9836;0,985
1,876000;-0,0140;0,0411;0,9869;0,988
1,880000;-0,0160;0,0409;0,9885;0,989
1,885000;-0,0178;0,0429;0,9896;0,991
1,901000;-0,0160;0,0436;0,9923;0,993
1,902000;-0,0129;0,0440;0,9879;0,989
1,903000;-0,0131;0,0408;0,9909;0,992
1,907000;-0,0118;0,0414;0,9913;0,992
1,927000;-0,0134;0,0449;0,9877;0,989
1,928000;-0,0104;0,0485;0,9833;0,985
1,929000;-0,0113;0,0470;0,9864;0,988
1,930000;-0,0126;0,0430;0,9870;0,988
1,930000;-0,0146;0,0437;0,9903;0,991
1,936000;-0,0167;0,0409;0,9934;0,994
1,941000;-0,0173;0,0377;0,9921;0,993
1,945000;-0,0121;0,0379;0,9886;0,989
1,950000;-0,0129;0,0396;0,9866;0,988
1,955000;-0,0137;0,0363;0,9859;0,987
1,961000;-0,0135;0,0344;0,9837;0,984
1,965000;-0,0135;0,0320;0,9848;0,985
1,970000;-0,0120;0,0305;0,9898;0,990
1,986000;-0,0144;0,0295;0,9896;0,990
1,988000;-0,0151;0,0291;0,9926;0,993
1,988000;-0,0176;0,0293;0,9908;0,991
2,009000;-0,0190;0,0298;0,9868;0,987
2,011000;-0,0156;0,0330;0,9871;0,988
2,011000;-0,0148;0,0336;0,9902;0,991
2,012000;-0,0076;0,0343;0,9837;0,984
2,013000;-0,0100;0,0341;0,9868;0,987
2,015000;-0,0106;0,0320;0,9887;0,989
2,019000;-0,0126;0,0322;0,9918;0,992
2,025000;-0,0143;0,0325;0,9897;0,990
2,029000;-0,0161;0,0342;0,9851;0,986
2,035000;-0,0161;0,0319;0,9840;0,985
2,042000;-0,0159;0,0331;0,9880;0,989
2,044000;-0,0184;0,0309;0,9888;0,989
2,049000;-0,0164;0,0298;0,9884;0,989
2,054000;-0,0154;0,0266;0,9866;0,987
2,060000;-0,0153;0,0309;0,9895;0,990
2,064000;-0,0120;0,0314;0,9897;0,990
2,069000;-0,0135;0,0313;0,9910;0,992
2,084000;-0,0100;0,0271;0,9879;0,988
2,085000;-0,0117;0,0295;0,9892;0,990
2,086000;-0,0133;0,0322;0,9873;0,988
2,113000;-0,0148;0,0284;0,9865;0,987
2,114000;-0,0161;0,0328;0,9866;0,987
2,115000;-0,0142;0,0295;0,9882;0,989
2,116000;-0,0159;0,0308;0,9926;0,993
2,116000;-0,0151;0,0280;0,9885;0,989
2,117000;-0,0149;0,0295;0,9877;0,988
2,119000;-0,0132;0,0305;0,9882;0,989
2,126000;-0,0132;0,0303;0,9874;0,988
2,129000;-0,0138;0,0327;0,9890;0,990
2,134000;-0,0126;0,0321;0,9882;0,989
2,138000;-0,0115;0,0333;0,9886;0,989
2,144000;-0,0134;0,0320;0,9875;0,988
2,148000;-0,0151;0,0332;0,9887;0,989
2,153000;-0,0145;0,0311;0,9885;0,989
2,160000;-0,0139;0,0316;0,9876;0,988
2,163000;-0,0138;0,0324;0,9892;0,990
2,168000;-0,0135;0,0320;0,9859;0,987
2,173000;-0,0146;0,0350;0,9907;0,991
2,187000;-0,0170;0,0338;0,9882;0,989
2,188000;-0,0133;0,0348;0,9923;0,993
2,212000;-0,0157;0,0357;0,9928;0,994
2,214000;-0,0175;0,0393;0,9910;0,992
2,214000;-0,0162;0,0368;0,9914;0,992
2,215000;-0,0154;0,0385;0,9893;0,990
2,215000;-0,0140;0,0380;0,9873;0,988
2,216000;-0,0138;0,0394;0,9885;0,989
2,218000;-0,0112;0,0394;0,9879;0,989
2,225000;-0,0117;0,0386;0,9859;0,987
2,227000;-0,0133;0,0404;0,9885;0,989
2,232000;-0,0137;0,0396;0,9879;0,989
2,237000;-0,0139;0,0376;0,9860;0,987
2,243000;-0,0144;0,0382;0,9866;0,987
2,247000;-0,0160;0,0408;0,9880;0,989
2,252000;-0,0159;0,0408;0,9895;0,990
2,260000;-0,0162;0,0388;0,9888;0,990
2,262000;-0,0171;0,0386;0,9881;0,989
2,267000;-0,0166;0,0361;0,9895;0,990
2,272000;-0,0143;0,0344;0,9892;0,990
2,278000;-0,0123;0,0404;0,9860;0,987
2,282000;-0,0121;0,0377;0,9877;0,989
2,288000;-0,0105;0,0380;0,9884;0,989
2,303000;-0,0142;0,0374;0,9902;0,991
2,305000;-0,0144;0,0392;0,9902;0,991
2,305000;-0,0123;0,0385;0,9882;0,989
2,325000;-0,0143;0,0337;0,9901;0,991
2,327000;-0,0146;0,0361;0,9880;0,989
2,327000;-0,0161;0,0405;0,9886;0,990
2,328000;-0,0096;0,0398;0,9869;0,988
2,328000;-0,0116;0,0370;0,9864;0,987
2,332000;-0,0170;0,0390;0,9860;0,987
2,337000;-0,0181;0,0403;0,9865;0,988
2,342000;-0,0150;0,0390;0,9906;0,991
2,347000;-0,0162;0,0420;0,9945;0,995
2,351000;-0,0156;0,0424;0,9929;0,994
2,359000;-0,0162;0,0411;0,9887;0,990
2,362000;-0,0131;0,0390;0,9888;0,990
2,366000;-0,0118;0,0399;0,9851;0,986
2,371000;-0,0140;0,0383;0,9884;0,989
2,377000;-0,0126;0,0392;0,9875;0,988
2,381000;-0,0104;0,0387;0,9854;0,986
2,387000;-0,0164;0,0385;0,9866;0,988
2,402000;-0,0166;0,0385;0,9877;0,989
2,403000;-0,0150;0,0392;0,9877;0,989
2,405000;-0,0171;0,0386;0,9908;0,992
2,409000;-0,0140;0,0381;0,9892;0,990
2,412000;-0,0155;0,0382;0,9882;0,989
2,416000;-0,0164;0,0425;0,9919;0,993
2,421000;-0,0133;0,0383;0,9873;0,988
2,431000;-0,0120;0,0421;0,9875;0,988
2,432000;-0,0146;0,0430;0,9884;0,989
2,437000;-0,0155;0,0399;0,9896;0,991
2,444000;-0,0145;0,0426;0,9907;0,992
2,446000;-0,0161;0,0441;0,9849;0,986
2,451000;-0,0156;0,0413;0,9881;0,989
2,456000;-0,0162;0,0421;0,9885;0,990
2,461000;-0,0139;0,0413;0,9848;0,986
2,466000;-0,0127;0,0449;0,9863;0,987
2,471000;-0,0157;0,0425;0,9847;0,986
2,486000;-0,0156;0,0410;0,9831;0,984
2,488000;-0,0170;0,0427;0,9888;0,990
2,488000;-0,0164;0,0453;0,9871;0,988
2,493000;-0,0139;0,0449;0,9925;0,994
2,508000;-0,0146;0,0447;0,9852;0,986
2,510000;-0,0149;0,0436;0,9877;0,989
2,510000;-0,0142;0,0477;0,9876;0,989
2,511000;-0,0121;0,0455;0,9862;0,987
2,516000;-0,0113;0,0444;0,9879;0,989
2,521000;-0,0106;0,0432;0,9866;0,988
2,526000;-0,0134;0,0485;0,9868;0,988
2,531000;-0,0128;0,0465;0,9865;0,988
2,535000;-0,0140;0,0454;0,9895;0,991
2,541000;-0,0129;0,0466;0,9923;0,993
2,546000;-0,0170;0,0441;0,9903;0,991
2,550000;-0,0150;0,0404;0,9924;0,993
2,555000;-0,0172;0,0426;0,9893;0,990
2,561000;-0,0164;0,0448;0,9917;0,993
2,565000;-0,0167;0,0430;0,9875;0,989
2,570000;-0,0122;0,0448;0,9875;0,989
2,586000;-0,0124;0,0448;0,9898;0,991
2,587000;-0,0120;0,0431;0,9910;0,992
2,587000;-0,0135;0,0449;0,9873;0,988
2,593000;-0,0140;0,0455;0,9864;0,988
2,611000;-0,0128;0,0454;0,9901;0,991
2,612000;-0,0137;0,0443;0,9854;0,987
2,613000;-0,0165;0,0443;0,9876;0,989
2,614000;-0,0138;0,0435;0,9884;0,989
2,615000;-0,0150;0,0477;0,9893;0,991
2,620000;-0,0181;0,0495;0,9870;0,988
2,626000;-0,0144;0,0449;0,9892;0,990
2,630000;-0,0129;0,0480;0,9919;0,993
2,636000;-0,0153;0,0475;0,9888;0,990
2,640000;-0,0121;0,0451;0,9884;0,989
2,645000;-0,0107;0,0475;0,9847;0,986
2,650000;-0,0139;0,0474;0,9873;0,988
2,655000;-0,0126;0,0471;0,9893;0,991
2,661000;-0,0132;0,0466;0,9858;0,987
2,664000;-0,0127;0,0452;0,9893;0,990
2,670000;-0,0146;0,0441;0,9887;0,990
2,676000;-0,0148;0,0451;0,9877;0,989
2,689000;-0,0157;0,0422;0,9909;0,992
2,691000;-0,0146;0,0422;0,9876;0,989
2,693000;-0,0144;0,0466;0,9879;0,989
2,695000;-0,0112;0,0443;0,9871;0,988
2,701000;-0,0118;0,0463;0,9886;0,990
2,704000;-0,0143;0,0473;0,9874;0,989
2,714000;-0,0137;0,0441;0,9891;0,990
2,716000;-0,0131;0,0452;0,9917;0,993
2,719000;-0,0140;0,0437;0,9885;0,990
2,726000;-0,0138;0,0431;0,9869;0,988
2,730000;-0,0170;0,0454;0,9895;0,991
2,734000;-0,0179;0,0453;0,9877;0,989
2,739000;-0,0160;0,0413;0,9893;0,990
2,744000;-0,0157;0,0435;0,9873;0,988
2,749000;-0,0116;0,0432;0,9893;0,990
2,754000;-0,0153;0,0405;0,9912;0,992
