time;ax;ay;az;aT
0,0030;0,0537;0,1448;0,3859;0,416
0,0030;0,0646;0,0890;0,3406;0,358
0,0040;0,1028;0,0898;0,3280;0,355
0,0040;0,1399;0,1208;0,2508;0,312
0,0040;0,2166;0,1340;0,1219;0,282
0,0050;0,2421;0,1641;0,0258;0,294
0,0050;0,2300;0,1667;-0,0316;0,286
0,0100;0,1814;0,1707;-0,0514;0,254
0,0250;0,0677;0,1508;-0,0401;0,170
0,0260;0,0108;0,1681;0,0335;0,172
0,0270;-0,0040;0,1280;0,0392;0,134
0,0620;-0,0098;0,0654;0,1250;0,141
0,0630;-0,0404;0,0352;0,1059;0,119
0,0640;-0,0706;0,0052;0,1073;0,129
0,0640;-0,0896;-0,0092;0,0885;0,126
0,0650;-0,1050;-0,0092;0,0781;0,131
0,0650;-0,1684;-0,0104;0,0978;0,195
0,0660;-0,1640;-0,0272;0,1689;0,237
0,0660;-0,1592;-0,0427;0,1946;0,255
0,0720;-0,0509;-0,0224;0,2766;0,282
0,0740;-0,1157;-0,0655;0,2657;0,297
0,0840;-0,1319;-0,0833;0,1451;0,213
0,0850;0,0154;-0,0449;0,1745;0,181
0,0890;0,0669;-0,0399;0,2054;0,220
0,0930;0,0284;-0,0133;0,1910;0,194
0,1060;-0,0761;0,0240;0,1900;0,206
0,1070;-0,1365;-0,0021;0,1714;0,219
0,1080;-0,1589;-0,0138;0,1172;0,198
0,1160;-0,1640;-0,0134;0,1569;0,227
0,1270;-0,2297;-0,0464;0,2116;0,316
0,1470;-0,2819;-0,0111;0,2985;0,411
0,1480;-0,2358;0,0339;0,3731;0,443
0,1490;-0,1774;0,0097;0,3829;0,422
0,1490;-0,1361;0,0276;0,3748;0,400
0,1500;-0,0483;0,0578;0,2651;0,276
0,1500;0,0533;0,0976;0,1560;0,192
0,1540;0,0613;0,0896;0,0385;0,115
0,1580;-0,0302;0,0755;-0,2029;0,219
0,1640;0,0360;0,0971;-0,3761;0,390
0,1690;-0,0357;0,1744;-0,5081;0,538
0,1730;-0,0767;0,1627;-0,5705;0,598
0,1810;0,0154;0,1684;-0,6151;0,638
0,1840;0,0491;0,1353;-0,5808;0,598
0,1880;0,0602;0,1076;-0,5453;0,559
0,1920;-0,0198;0,0485;-0,4291;0,432
0,2080;-0,0813;0,0083;-0,2199;0,235
0,2090;-0,1746;-0,0011;-0,0452;0,180
0,2090;-0,2102;-0,0141;0,1760;0,275
0,2130;-0,2493;-0,0282;0,4263;0,495
0,2560;-0,1945;-0,0145;0,5797;0,612
0,2570;-0,0684;0,0104;0,6679;0,671
0,2570;0,0719;0,0082;0,7103;0,714
0,2590;0,2731;0,0016;0,5824;0,643
0,2590;0,3265;0,0397;0,3924;0,512
0,2600;0,2948;0,0383;0,1454;0,331
0,2600;0,2379;0,0608;-0,1596;0,293
0,2610;0,2170;0,0733;-0,4159;0,475
0,2610;0,2105;0,0794;-0,6903;0,726
0,2670;0,2184;0,1064;-0,8432;0,877
0,2670;0,2347;0,1028;-0,8417;0,880
0,2720;0,1898;0,0448;-0,7480;0,773
0,2770;0,1112;0,0401;-0,6063;0,618
0,2830;-0,0422;0,0733;-0,4896;0,497
0,2870;-0,1715;0,0596;-0,3111;0,360
0,2920;-0,2891;0,0315;-0,0786;0,301
0,3240;-0,3053;0,0178;0,1550;0,343
0,3250;-0,3002;0,0258;0,3124;0,434
0,3260;-0,2579;-0,0100;0,3382;0,425
0,3260;-0,2621;-0,0048;0,3131;0,408
0,3270;-0,2625;-0,0744;0,2838;0,394
0,3270;-0,2183;-0,0504;0,2669;0,348
0,3280;-0,2040;-0,0284;0,2427;0,318
0,3610;-0,1809;-0,0649;0,1869;0,268
0,3620;-0,2484;-0,0391;0,0789;0,264
0,3630;-0,2928;0,0001;-0,0776;0,303
0,3640;-0,3060;-0,0157;-0,1068;0,325
0,3640;-0,3316;-0,0506;-0,0913;0,348
0,3650;-0,3097;-0,0566;-0,0969;0,329
0,3650;-0,3412;-0,1200;-0,0842;0,371
0,3660;-0,2838;-0,1510;-0,1426;0,352
0,3710;-0,2587;-0,1426;-0,0904;0,309
0,3750;-0,2481;-0,1245;0,0153;0,278
0,3810;-0,2386;-0,1087;0,1340;0,294
0,3860;-0,2266;-0,0593;0,2711;0,358
0,3900;-0,2239;-0,0851;0,3097;0,391
0,4060;-0,2294;-0,0997;0,3325;0,416
0,4070;-0,2119;-0,0961;0,4091;0,471
0,4070;-0,1784;-0,1091;0,4171;0,467
0,4100;-0,1278;-0,0894;0,3036;0,341
0,4170;-0,0550;-0,0876;0,1617;0,192
0,4230;-0,0065;-0,0510;-0,0054;0,052
