time;gFx;gFy;gFz;TgF
0,281000;-0,0200;0,0225;0,9907;0,991
0,290000;-0,0239;0,0229;0,9903;0,991
0,291000;-0,0220;0,0237;0,9852;0,986
0,296000;-0,0187;0,0223;0,9844;0,985
0,305000;-0,0189;0,0188;0,9910;0,991
0,308000;-0,0167;0,0228;0,9896;0,990
0,312000;-0,0181;0,0198;0,9932;0,994
0,317000;-0,0172;0,0229;0,9936;0,994
0,330000;-0,0187;0,0236;0,9903;0,991
0,331000;-0,0187;0,0204;0,9846;0,985
0,331000;-0,0188;0,0218;0,9868;0,987
0,337000;-0,0229;0,0259;0,9885;0,989
0,342000;-0,0225;0,0266;0,9880;0,989
0,347000;-0,0222;0,0275;0,9886;0,989
0,351000;-0,0179;0,0292;0,9865;0,987
0,389000;-0,0167;0,0289;0,9875;0,988
0,391000;-0,0171;0,0286;0,9914;0,992
0,392000;-0,0177;0,0333;0,9940;0,995
0,392000;-0,0216;0,0344;0,9923;0,993
0,392000;-0,0183;0,0339;0,9884;0,989
0,393000;-0,0189;0,0348;0,9849;0,986
0,394000;-0,0200;0,0358;0,9844;0,985
0,394000;-0,0206;0,0386;0,9843;0,985
0,396000;-0,0171;0,0396;0,9862;0,987
0,400000;-0,0116;0,0364;0,9797;0,980
0,405000;-0,0167;0,0333;0,9884;0,989
0,411000;-0,0231;0,0405;1,0022;1,003
0,415000;-0,0308;0,0403;1,0051;1,006
0,434000;-0,0302;0,0375;0,9965;0,998
0,436000;-0,0353;0,0353;0,9887;0,990
0,437000;-0,0311;0,0363;0,9868;0,988
0,437000;-0,0205;0,0399;0,9798;0,981
0,440000;-0,0067;0,0504;0,9826;0,984
0,445000;-0,0049;0,0515;0,9929;0,994
0,450000;-0,0060;0,0580;1,0025;1,004
0,459000;-0,0077;0,0582;1,0090;1,011
0,460000;-0,0131;0,0541;1,0048;1,006
0,465000;-0,0229;0,0570;0,9887;0,991
0,493000;-0,0269;0,0615;0,9711;0,973
0,495000;-0,0289;0,0562;0,9671;0,969
0,496000;-0,0305;0,0551;0,9637;0,966
0,496000;-0,0244;0,0581;0,9763;0,978
0,497000;-0,0210;0,0573;0,9914;0,993
0,497000;-0,0135;0,0559;1,0057;1,007
0,500000;-0,0100;0,0553;1,0074;1,009
0,506000;-0,0076;0,0589;0,9979;1,000
0,510000;-0,0112;0,0635;0,9890;0,991
0,514000;-0,0184;0,0667;0,9833;0,986
0,531000;-0,0260;0,0717;0,9810;0,984
0,532000;-0,0281;0,0712;0,9802;0,983
0,532000;-0,0306;0,0719;0,9826;0,986
0,534000;-0,0270;0,0763;0,9814;0,985
0,546000;-0,0179;0,0755;0,9796;0,983
0,547000;-0,0093;0,0750;0,9809;0,984
0,554000;-0,0030;0,0699;0,9793;0,982
0,555000;-0,0025;0,0674;0,9799;0,982
0,575000;-0,0084;0,0650;0,9822;0,984
0,576000;-0,0160;0,0606;0,9849;0,987
0,577000;-0,0195;0,0564;0,9825;0,984
0,577000;-0,0232;0,0531;0,9802;0,982
0,579000;-0,0237;0,0453;0,9840;0,985
0,584000;-0,0325;0,0459;1,0180;1,020
0,589000;-0,0319;0,0366;1,0099;1,011
0,594000;-0,0422;0,0377;1,0597;1,061
0,599000;-0,0465;0,0283;1,0307;1,032
0,613000;-0,0457;0,0344;1,0114;1,013
0,614000;-0,0385;0,0227;0,9840;0,985
0,614000;-0,0250;0,0308;0,9618;0,963
0,621000;-0,0065;0,0253;0,9285;0,929
0,624000;-0,0004;0,0305;0,9439;0,944
0,638000;0,0034;0,0371;0,9555;0,956
0,639000;0,0047;0,0402;0,9852;0,986
0,639000;0,0026;0,0458;1,0123;1,013
0,653000;-0,0036;0,0440;1,0162;1,017
0,655000;-0,0162;0,0464;1,0183;1,019
0,655000;-0,0280;0,0420;0,9939;0,995
0,659000;-0,0437;0,0449;0,9803;0,982
0,663000;-0,0476;0,0396;0,9636;0,966
0,668000;-0,0387;0,0377;0,9683;0,970
0,673000;-0,0272;0,0342;0,9814;0,982
0,678000;-0,0183;0,0298;0,9991;1,000
0,683000;-0,0073;0,0337;1,0124;1,013
0,688000;-0,0008;0,0286;1,0124;1,013
0,693000;-0,0035;0,0283;1,0107;1,011
0,699000;-0,0093;0,0289;0,9869;0,987
0,717000;-0,0145;0,0282;0,9758;0,976
0,719000;-0,0201;0,0262;0,9616;0,962
0,719000;-0,0291;0,0270;0,9669;0,968
0,720000;-0,0348;0,0245;0,9778;0,979
0,726000;-0,0336;0,0266;0,9987;1,000
0,728000;-0,0280;0,0281;1,0108;1,012
0,734000;-0,0212;0,0262;1,0128;1,013
0,773000;-0,0133;0,0282;1,0129;1,013
0,774000;-0,0112;0,0280;1,0009;1,001
0,775000;-0,0145;0,0292;0,9776;0,978
0,776000;-0,0160;0,0316;0,9653;0,966
0,776000;-0,0183;0,0319;0,9636;0,964
0,776000;-0,0206;0,0303;0,9661;0,967
0,777000;-0,0243;0,0344;0,9820;0,983
0,778000;-0,0216;0,0343;0,9976;0,998
0,778000;-0,0188;0,0306;1,0117;1,012
0,783000;-0,0215;0,0315;1,0129;1,014
0,788000;-0,0245;0,0320;1,0058;1,007
0,793000;-0,0225;0,0346;0,9945;0,995
0,798000;-0,0212;0,0328;0,9774;0,978
0,803000;-0,0195;0,0309;0,9725;0,973
0,808000;-0,0193;0,0302;0,9726;0,973
0,813000;-0,0199;0,0300;0,9808;0,981
0,818000;-0,0159;0,0294;0,9877;0,988
0,834000;-0,0170;0,0341;0,9932;0,994
0,835000;-0,0140;0,0341;0,9976;0,998
0,836000;-0,0149;0,0325;0,9957;0,996
0,844000;-0,0181;0,0319;0,9939;0,995
0,846000;-0,0211;0,0319;0,9869;0,988
0,847000;-0,0250;0,0324;0,9831;0,984
0,852000;-0,0280;0,0293;0,9794;0,980
0,889000;-0,0278;0,0332;0,9829;0,984
0,891000;-0,0240;0,0355;0,9896;0,991
0,891000;-0,0193;0,0332;0,9948;0,996
0,892000;-0,0199;0,0327;0,9976;0,998
0,893000;-0,0153;0,0327;0,9964;0,997
0,893000;-0,0126;0,0298;0,9928;0,993
0,894000;-0,0156;0,0295;0,9863;0,987
0,894000;-0,0171;0,0337;0,9789;0,980
0,897000;-0,0200;0,0302;0,9860;0,987
0,902000;-0,0201;0,0308;0,9865;0,987
0,907000;-0,0237;0,0355;0,9910;0,992
0,911000;-0,0247;0,0371;0,9920;0,993
0,916000;-0,0227;0,0363;0,9975;0,998
0,929000;-0,0223;0,0371;0,9948;0,996
0,931000;-0,0198;0,0377;0,9898;0,991
0,931000;-0,0205;0,0398;0,9887;0,990
0,971000;-0,0190;0,0421;0,9844;0,986
0,972000;-0,0194;0,0426;0,9847;0,986
0,972000;-0,0149;0,0458;0,9862;0,987
0,973000;-0,0156;0,0502;0,9885;0,990
0,973000;-0,0179;0,0475;0,9917;0,993
0,974000;-0,0197;0,0484;0,9951;0,996
0,974000;-0,0223;0,0521;0,9930;0,995
0,974000;-0,0227;0,0509;0,9920;0,994
0,976000;-0,0217;0,0513;0,9880;0,990
0,981000;-0,0233;0,0482;0,9847;0,986
0,986000;-0,0214;0,0508;0,9843;0,986
0,991000;-0,0225;0,0510;0,9863;0,988
0,995000;-0,0190;0,0535;0,9843;0,986
1,001000;-0,0140;0,0547;0,9829;0,984
1,013000;-0,0149;0,0528;0,9875;0,989
1,014000;-0,0117;0,0532;0,9919;0,993
1,016000;-0,0135;0,0543;0,9940;0,996
1,047000;-0,0149;0,0543;0,9956;0,997
1,048000;-0,0192;0,0534;0,9923;0,994
1,048000;-0,0215;0,0546;0,9923;0,994
1,049000;-0,0227;0,0595;0,9888;0,991
1,049000;-0,0248;0,0562;0,9854;0,987
1,049000;-0,0232;0,0568;0,9842;0,986
1,050000;-0,0203;0,0612;0,9874;0,989
1,060000;-0,0186;0,0575;0,9899;0,992
1,061000;-0,0187;0,0559;0,9895;0,991
1,065000;-0,0179;0,0593;0,9913;0,993
1,073000;-0,0188;0,0572;0,9921;0,994
1,075000;-0,0189;0,0562;0,9908;0,993
1,080000;-0,0175;0,0547;0,9859;0,988
1,085000;-0,0198;0,0568;0,9862;0,988
1,090000;-0,0229;0,0573;0,9853;0,987
1,095000;-0,0210;0,0534;0,9871;0,989
1,100000;-0,0215;0,0537;0,9892;0,991
1,115000;-0,0182;0,0530;0,9874;0,989
1,116000;-0,0179;0,0502;0,9860;0,987
1,117000;-0,0183;0,0462;0,9875;0,989
1,165000;-0,0173;0,0501;0,9921;0,994
1,166000;-0,0182;0,0459;0,9897;0,991
1,166000;-0,0222;0,0446;0,9890;0,990
1,167000;-0,0194;0,0448;0,9881;0,989
1,167000;-0,0218;0,0436;0,9887;0,990
1,167000;-0,0211;0,0435;0,9893;0,991
1,168000;-0,0199;0,0444;0,9857;0,987
1,168000;-0,0194;0,0418;0,9903;0,991
1,168000;-0,0200;0,0415;0,9928;0,994
1,169000;-0,0194;0,0430;0,9929;0,994
1,169000;-0,0211;0,0402;0,9903;0,991
1,177000;-0,0205;0,0404;0,9882;0,989
1,179000;-0,0216;0,0438;0,9888;0,990
1,184000;-0,0195;0,0440;0,9840;0,985
1,190000;-0,0201;0,0444;0,9862;0,987
1,194000;-0,0192;0,0420;0,9836;0,985
1,199000;-0,0195;0,0416;0,9909;0,992
1,216000;-0,0188;0,0424;0,9925;0,994
1,218000;-0,0186;0,0418;0,9942;0,995
1,218000;-0,0201;0,0447;0,9912;0,992
1,220000;-0,0178;0,0449;0,9918;0,993
1,255000;-0,0195;0,0435;0,9901;0,991
1,256000;-0,0205;0,0403;0,9892;0,990
1,257000;-0,0184;0,0414;0,9871;0,988
1,257000;-0,0198;0,0446;0,9857;0,987
1,257000;-0,0201;0,0444;0,9859;0,987
1,258000;-0,0189;0,0441;0,9888;0,990
1,259000;-0,0211;0,0430;0,9870;0,988
1,259000;-0,0218;0,0491;0,9887;0,990
1,264000;-0,0200;0,0484;0,9866;0,988
1,269000;-0,0193;0,0514;0,9848;0,986
1,274000;-0,0186;0,0485;0,9857;0,987
1,279000;-0,0153;0,0484;0,9898;0,991
1,283000;-0,0178;0,0520;0,9882;0,990
1,289000;-0,0201;0,0514;0,9890;0,991
1,294000;-0,0176;0,0504;0,9888;0,990
1,299000;-0,0197;0,0504;0,9882;0,990
1,304000;-0,0211;0,0465;0,9868;0,988
1,309000;-0,0197;0,0471;0,9897;0,991
1,313000;-0,0171;0,0470;0,9924;0,994
1,319000;-0,0162;0,0466;0,9862;0,987
1,333000;-0,0173;0,0438;0,9857;0,987
1,334000;-0,0212;0,0429;0,9868;0,988
1,335000;-0,0188;0,0438;0,9874;0,989
1,380000;-0,0190;0,0438;0,9906;0,992
1,381000;-0,0190;0,0443;0,9929;0,994
1,381000;-0,0206;0,0391;0,9987;1,000
1,382000;-0,0249;0,0391;1,0028;1,004
1,382000;-0,0251;0,0398;0,9976;0,999
1,383000;-0,0223;0,0427;0,9915;0,993
1,383000;-0,0214;0,0392;0,9851;0,986
1,384000;-0,0159;0,0328;0,9836;0,984
1,385000;-0,0080;0,0343;0,9825;0,983
1,385000;-0,0148;0,0376;0,9853;0,986
1,392000;-0,0197;0,0353;0,9998;1,001
1,393000;-0,0201;0,0380;1,0042;1,005
1,398000;-0,0238;0,0377;1,0042;1,005
1,403000;-0,0255;0,0382;0,9945;0,996
1,408000;-0,0297;0,0390;0,9818;0,983
1,413000;-0,0249;0,0448;0,9804;0,982
1,418000;-0,0232;0,0465;0,9789;0,980
1,424000;-0,0209;0,0492;0,9802;0,982
1,436000;-0,0189;0,0508;0,9899;0,991
1,439000;-0,0168;0,0499;0,9956;0,997
1,440000;-0,0131;0,0518;0,9926;0,994
1,443000;-0,0117;0,0587;0,9947;0,997
1,448000;-0,0155;0,0575;0,9892;0,991
1,453000;-0,0195;0,0602;0,9848;0,987
1,474000;-0,0204;0,0669;0,9785;0,981
1,475000;-0,0190;0,0668;0,9752;0,978
1,475000;-0,0203;0,0675;0,9830;0,986
1,476000;-0,0226;0,0680;0,9901;0,993
1,477000;-0,0190;0,0733;0,9959;0,999
1,482000;-0,0151;0,0711;1,0003;1,003
1,487000;-0,0160;0,0710;1,0007;1,003
1,492000;-0,0149;0,0678;0,9935;0,996
1,497000;-0,0142;0,0633;0,9819;0,984
1,503000;-0,0148;0,0597;0,9726;0,975
1,515000;-0,0187;0,0608;0,9755;0,978
1,517000;-0,0203;0,0589;0,9818;0,984
1,518000;-0,0194;0,0589;0,9899;0,992
1,553000;-0,0214;0,0532;0,9961;0,998
1,554000;-0,0211;0,0518;0,9992;1,001
1,555000;-0,0190;0,0513;1,0011;1,003
1,556000;-0,0186;0,0532;0,9692;0,971
1,557000;-0,0144;0,0573;0,9709;0,973
1,557000;-0,0143;0,0492;1,0061;1,007
1,558000;-0,0160;0,0469;1,0171;1,018
1,558000;-0,0157;0,0427;1,0196;1,021
1,565000;-0,0204;0,0375;1,0000;1,001
1,567000;-0,0217;0,0426;0,9824;0,984
1,572000;-0,0192;0,0372;0,9651;0,966
1,576000;-0,0208;0,0403;0,9699;0,971
1,581000;-0,0225;0,0365;0,9623;0,963
1,587000;-0,0212;0,0344;0,9720;0,973
1,591000;-0,0181;0,0374;0,9880;0,989
1,597000;-0,0167;0,0322;0,9987;0,999
1,601000;-0,0184;0,0336;1,0112;1,012
1,614000;-0,0178;0,0330;1,0070;1,008
1,616000;-0,0198;0,0354;1,0046;1,005
1,616000;-0,0197;0,0338;0,9822;0,983
1,621000;-0,0237;0,0319;0,9731;0,974
1,657000;-0,0253;0,0327;0,9730;0,974
1,658000;-0,0217;0,0293;0,9777;0,978
1,659000;-0,0179;0,0286;0,9865;0,987
1,659000;-0,0166;0,0303;0,9974;0,998
1,660000;-0,0124;0,0350;1,0067;1,007
1,660000;-0,0116;0,0344;1,0018;1,002
1,661000;-0,0127;0,0310;0,9973;0,998
1,661000;-0,0177;0,0313;0,9873;0,988
1,666000;-0,0204;0,0305;0,9825;0,983
1,672000;-0,0237;0,0306;0,9769;0,978
1,677000;-0,0236;0,0325;0,9818;0,983
1,681000;-0,0242;0,0299;0,9898;0,991
1,685000;-0,0238;0,0322;0,9954;0,996
1,692000;-0,0231;0,0327;0,9989;1,000
1,696000;-0,0200;0,0316;0,9989;1,000
1,701000;-0,0159;0,0300;0,9956;0,996
1,706000;-0,0154;0,0283;0,9901;0,991
1,711000;-0,0187;0,0249;0,9880;0,988
1,715000;-0,0194;0,0288;0,9824;0,983
1,720000;-0,0210;0,0282;0,9808;0,981
1,734000;-0,0255;0,0269;0,9869;0,988
1,735000;-0,0237;0,0256;0,9879;0,988
1,738000;-0,0216;0,0254;0,9886;0,989
1,778000;-0,0183;0,0234;0,9906;0,991
1,780000;-0,0176;0,0305;0,9924;0,993
1,780000;-0,0208;0,0316;0,9962;0,997
1,781000;-0,0179;0,0300;0,9974;0,998
1,781000;-0,0190;0,0314;0,9920;0,993
1,781000;-0,0192;0,0315;0,9912;0,992
1,782000;-0,0197;0,0350;0,9895;0,990
1,782000;-0,0228;0,0352;0,9876;0,989
1,783000;-0,0222;0,0394;0,9908;0,992
1,785000;-0,0201;0,0396;0,9896;0,991
1,793000;-0,0187;0,0408;0,9907;0,992
1,795000;-0,0229;0,0455;0,9978;0,999
1,800000;-0,0218;0,0453;0,9954;0,997
1,806000;-0,0210;0,0514;0,9997;1,001
1,811000;-0,0239;0,0542;0,9973;0,999
1,816000;-0,0238;0,0597;0,9906;0,993
1,820000;-0,0225;0,0593;0,9848;0,987
1,834000;-0,0199;0,0635;0,9783;0,981
1,836000;-0,0176;0,0607;0,9736;0,976
1,837000;-0,0111;0,0536;0,9742;0,976
1,841000;-0,0058;0,0281;0,9775;0,978
1,876000;-0,0044;0,0153;0,9879;0,988
1,877000;-0,0068;0,0109;0,9842;0,984
1,877000;-0,0087;0,0118;0,9998;1,000
1,878000;-0,0153;0,0090;0,9973;0,997
1,879000;-0,0259;0,0065;1,0009;1,001
1,880000;-0,0317;0,0052;1,0023;1,003
1,880000;-0,0342;0,0013;0,9959;0,997
1,881000;-0,0337;0,0074;0,9896;0,990
1,890000;-0,0309;0,0052;0,9824;0,983
1,892000;-0,0244;0,0052;0,9862;0,986
1,903000;-0,0142;0,0067;0,9909;0,991
1,904000;-0,0135;0,0099;0,9946;0,995
1,905000;-0,0088;0,0065;0,9967;0,997
1,921000;-0,0063;0,0113;0,9992;0,999
1,922000;-0,0094;0,0145;0,9947;0,995
1,923000;-0,0137;0,0117;0,9902;0,990
1,926000;-0,0186;0,0087;0,9814;0,982
1,929000;-0,0200;0,0105;0,9705;0,971
1,936000;-0,0231;0,0111;0,9821;0,982
1,970000;-0,0240;0,0117;0,9909;0,991
1,971000;-0,0253;0,0110;0,9945;0,995
1,971000;-0,0264;0,0021;0,9962;0,997
1,972000;-0,0238;-0,0004;0,9870;0,987
1,972000;-0,0127;-0,0000;0,9713;0,971
1,973000;-0,0054;-0,0008;0,9661;0,966
1,974000;-0,0023;-0,0020;0,9750;0,975
1,984000;-0,0029;-0,0026;0,9841;0,984
1,985000;-0,0057;-0,0054;0,9982;0,998
1,985000;-0,0117;-0,0040;1,0041;1,004
1,989000;-0,0175;-0,0037;1,0033;1,003
1,996000;-0,0238;-0,0072;0,9974;0,998
1,999000;-0,0294;-0,0081;0,9888;0,989
2,004000;-0,0293;-0,0072;0,9730;0,973
2,012000;-0,0272;-0,0066;0,9706;0,971
2,014000;-0,0229;-0,0028;0,9766;0,977
2,018000;-0,0193;-0,0047;0,9853;0,986
2,036000;-0,0121;-0,0038;1,0007;1,001
2,037000;-0,0089;-0,0023;1,0063;1,006
2,038000;-0,0109;0,0035;1,0066;1,007
2,039000;-0,0123;-0,0012;0,9963;0,996
2,100000;-0,0131;-0,0009;0,9814;0,981
2,101000;-0,0140;0,0006;0,9728;0,973
2,101000;-0,0199;0,0022;0,9727;0,973
2,102000;-0,0203;0,0013;0,9782;0,978
2,102000;-0,0201;-0,0008;0,9906;0,991
2,103000;-0,0248;-0,0016;1,0062;1,006
2,104000;-0,0247;-0,0011;1,0077;1,008
2,104000;-0,0201;0,0234;0,9489;0,949
2,105000;0,0059;0,0674;0,8761;0,879
2,105000;0,0345;0,3106;0,7241;0,789
2,105000;-0,0311;0,6749;0,6970;0,971
2,106000;-0,0275;0,5028;1,2242;1,324
2,106000;-0,0310;0,2653;1,5806;1,603
2,110000;-0,0559;0,1126;1,4952;1,500
2,112000;-0,0562;0,1028;1,4263;1,431
2,117000;-0,0644;0,0598;0,7664;0,771
2,122000;-0,0587;0,1396;0,4021;0,430
2,127000;-0,0265;0,1099;0,2691;0,292
2,132000;0,0198;0,1125;0,4889;0,502
2,137000;0,0632;0,1063;0,8701;0,879
2,149000;0,1377;0,0338;1,2669;1,275
2,150000;0,1013;0,0199;1,6505;1,654
2,177000;0,0050;-0,0342;1,5964;1,597
2,179000;-0,0692;-0,0025;1,3915;1,393
2,179000;-0,1165;-0,0500;0,9517;0,960
2,180000;-0,1198;-0,0510;0,6248;0,638
2,180000;-0,1055;-0,0510;0,3642;0,383
2,180000;-0,0750;-0,0607;0,4258;0,437
2,182000;-0,0473;-0,0589;0,8076;0,811
2,187000;-0,0018;-0,0579;1,1586;1,160
2,192000;0,0445;-0,0208;1,4827;1,484
2,197000;0,0622;-0,0354;1,5806;1,582
2,202000;0,0519;-0,0095;1,4387;1,440
2,217000;0,0177;-0,0025;1,0007;1,001
2,219000;-0,0212;0,0050;0,6562;0,657
2,219000;-0,0507;0,0162;0,4615;0,465
2,222000;-0,0732;0,0294;0,4867;0,493
2,251000;-0,0821;0,0532;0,7604;0,767
2,252000;-0,0666;0,0569;1,1101;1,114
2,253000;-0,0346;0,0789;1,4086;1,411
2,253000;-0,0030;0,0796;1,4733;1,475
2,254000;0,0160;0,0837;1,3595;1,362
2,254000;0,0209;0,0692;1,0428;1,045
2,256000;0,0117;0,0659;0,7256;0,729
2,261000;-0,0061;0,0587;0,5468;0,550
2,266000;-0,0269;0,0530;0,5673;0,570
2,271000;-0,0368;0,0585;0,7640;0,767
2,276000;-0,0371;0,0524;1,0312;1,033
2,281000;-0,0283;0,0485;1,3187;1,320
2,286000;-0,0095;0,0414;1,4199;1,421
2,293000;0,0040;0,0419;1,3347;1,335
2,296000;-0,0004;0,0350;1,0930;1,094
2,301000;-0,0164;0,0376;0,8274;0,828
2,306000;-0,0292;0,0379;0,6271;0,629
2,312000;-0,0366;0,0403;0,6037;0,606
2,316000;-0,0286;0,0553;0,7611;0,764
2,321000;-0,0201;0,0597;0,9968;0,999
2,338000;-0,0073;0,0730;1,2362;1,238
2,342000;0,0036;0,0771;1,3459;1,348
2,342000;-0,0012;0,0837;1,2936;1,296
2,343000;-0,0124;0,0823;1,1009;1,104
2,348000;-0,0298;0,0813;0,8765;0,881
2,356000;-0,0363;0,0793;0,7039;0,709
2,357000;-0,0363;0,0797;0,6614;0,667
2,387000;-0,0291;0,0839;0,7701;0,775
2,390000;-0,0188;0,0819;0,9620;0,966
2,391000;-0,0094;0,0844;1,1671;1,170
2,392000;-0,0006;0,0806;1,2807;1,283
2,393000;0,0031;0,0778;1,2639;1,266
2,393000;-0,0071;0,0734;1,1204;1,123
2,394000;-0,0210;0,0672;0,9247;0,927
2,396000;-0,0277;0,0634;0,7657;0,769
2,400000;-0,0330;0,0648;0,7105;0,714
2,405000;-0,0292;0,0675;0,7791;0,783
2,410000;-0,0233;0,0690;0,9394;0,942
2,417000;-0,0148;0,0743;1,1186;1,121
2,420000;-0,0068;0,0727;1,2253;1,228
2,440000;-0,0068;0,0725;1,2291;1,231
2,441000;-0,0150;0,0677;1,1219;1,124
2,442000;-0,0166;0,0629;0,9595;0,962
2,442000;-0,0212;0,0557;0,8138;0,816
2,445000;-0,0266;0,0540;0,7548;0,757
2,450000;-0,0256;0,0593;0,8018;0,804
2,455000;-0,0201;0,0580;0,9220;0,924
2,478000;-0,0155;0,0652;1,0726;1,075
2,480000;-0,0083;0,0626;1,1836;1,185
2,480000;-0,0061;0,0581;1,2063;1,208
2,481000;-0,0096;0,0546;1,1226;1,124
2,481000;-0,0170;0,0515;0,9838;0,985
2,485000;-0,0240;0,0464;0,8515;0,853
2,490000;-0,0295;0,0451;0,7855;0,787
2,495000;-0,0275;0,0495;0,8145;0,816
2,500000;-0,0266;0,0520;0,9202;0,922
2,504000;-0,0222;0,0573;1,0549;1,057
2,519000;-0,0153;0,0528;1,1557;1,157
2,520000;-0,0099;0,0554;1,1789;1,180
2,521000;-0,0135;0,0558;1,1139;1,115
2,525000;-0,0176;0,0499;0,9958;0,997
2,565000;-0,0225;0,0465;0,8815;0,883
2,566000;-0,0221;0,0468;0,8122;0,814
2,567000;-0,0236;0,0463;0,8276;0,829
2,567000;-0,0206;0,0474;0,9159;0,917
2,567000;-0,0148;0,0486;1,0310;1,032
2,568000;-0,0129;0,0462;1,1277;1,129
2,568000;-0,0104;0,0453;1,1567;1,158
2,568000;-0,0149;0,0444;1,1043;1,105
2,569000;-0,0194;0,0409;1,0070;1,008
2,578000;-0,0233;0,0372;0,9020;0,903
2,579000;-0,0262;0,0394;0,8419;0,843
2,584000;-0,0256;0,0369;0,8490;0,850
2,589000;-0,0211;0,0391;0,9197;0,921
2,594000;-0,0160;0,0413;1,0157;1,017
2,599000;-0,0118;0,0396;1,0984;1,099
2,603000;-0,0087;0,0390;1,1303;1,131
2,616000;-0,0113;0,0386;1,0980;1,099
2,617000;-0,0157;0,0320;1,0128;1,013
2,619000;-0,0197;0,0320;0,9240;0,925
2,624000;-0,0239;0,0352;0,8638;0,865
2,649000;-0,0233;0,0343;0,8660;0,867
2,650000;-0,0220;0,0325;0,9229;0,924
2,651000;-0,0176;0,0331;1,0058;1,007
2,651000;-0,0144;0,0337;1,0791;1,080
2,651000;-0,0110;0,0339;1,1147;1,115
2,653000;-0,0134;0,0278;1,0911;1,092
2,661000;-0,0165;0,0270;1,0215;1,022
2,663000;-0,0208;0,0256;0,9418;0,942
2,668000;-0,0243;0,0266;0,8824;0,883
2,673000;-0,0223;0,0293;0,8765;0,877
2,678000;-0,0243;0,0284;0,9176;0,918
2,683000;-0,0210;0,0289;0,9895;0,990
2,688000;-0,0149;0,0283;1,0591;1,060
2,693000;-0,0128;0,0272;1,0990;1,099
2,699000;-0,0112;0,0300;1,0814;1,082
2,703000;-0,0157;0,0283;1,0276;1,028
2,711000;-0,0188;0,0255;0,9577;0,958
2,713000;-0,0211;0,0231;0,9039;0,904
2,718000;-0,0249;0,0255;0,8899;0,891
2,723000;-0,0226;0,0259;0,9218;0,922
2,738000;-0,0172;0,0237;0,9876;0,988
2,739000;-0,0140;0,0236;1,0478;1,048
2,740000;-0,0159;0,0248;1,0791;1,080
2,779000;-0,0172;0,0244;1,0762;1,077
2,780000;-0,0190;0,0217;1,0261;1,027
2,781000;-0,0216;0,0222;0,9621;0,963
